"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,195.117792405604,143.960887857116,259.89340887034,178.122673577203,154.296970091426,160.561482063998,259.89340887034,173.309073284503,211.234700473249,167.602057320215,144.865643729586,222.72760693079,219.51995907372,183.663206975371,233.46863841095,154.165933994145,217.49815338287,226.83980237144,222.77916420835,219.69294925691,227.27135095062,177.824423571161,143.960887857116,169.770197588948,217.34891080055,225.70667586985,207.134999178415,158.685940308502
"2",2021,510.663580662905,376.572288537745,682.463323089382,464.810742022249,402.704640253211,420.811905022438,682.463323089382,453.709513726211,554.471790452515,437.030042618812,377.883838792855,585.378011635306,575.42516620997,480.308011374752,608.038004742885,402.362778489313,568.310101466342,589.478547553677,585.535656774726,575.877979470796,595.595430247155,464.03566858145,376.572288537745,445.266144232115,570.397372594756,591.883059264613,542.57774457682,415.661754842583
"3",2022,614.195660423139,452.236790929356,824.956073303984,556.874676220524,483.124796150826,505.990446758984,824.956073303984,546.336658107279,670.345549012977,524.191667445396,451.382134952095,707.666075635062,693.758762525622,576.203059820862,727.740570356401,482.729679715736,681.912900732528,702.677475742899,707.856714936747,694.283089285345,717.519990006642,555.978282999676,452.236790929356,536.636452574972,687.96539881452,713.283763698098,652.942098204954,500.298402647021
"4",2023,634.339070171354,464.138966726107,857.112307266485,573.378538788442,497.678803800127,522.222956202244,857.112307266485,564.959315286849,696.16807277835,540.347392214046,462.95650693582,734.137643963495,718.319332662846,593.306731692958,748.530150511629,497.275496997097,702.813386127789,719.201422518351,734.329871783245,718.743524181482,742.078157006409,572.483073702325,466.271861180166,555.094528663483,711.828162832165,738.046631086552,674.518926547723,516.673959553742
"5",2024,626.417365323772,455.995737247508,849.456225357974,565.310023631673,491.0281348411,515.732788866594,849.456225357974,557.441848110503,689.338630421206,532.024134629439,455.35950340406,727.055796559374,710.987676033109,585.00917204338,735.282779900307,490.636053252474,693.214438580215,704.827359041437,727.258910355484,711.402986239144,733.960633613714,564.442013112242,460.202285625252,549.446741141506,705.278141641376,730.345440867623,665.672049774959,509.720366050219
"6",2025,610.955653988548,442.841426784123,830.388882579684,550.646563089071,479.017689724505,502.986752582048,830.388882579684,542.212210293038,673.958559251674,516.928804926861,442.841426784123,710.996883980013,695.408998365038,569.855067513379,713.052999275978,478.630919320345,675.489445980368,682.919569550432,711.209930678727,695.823740835875,717.17040654931,549.810021982762,448.825762585047,537.325066582896,690.340369765523,713.636747113673,648.026733548306,496.387796855019
"7",2026,593.912696166718,429.282234559507,809.008350883565,534.670777296933,466.053396658105,488.978900060711,809.008350883565,525.425840607318,656.744763887314,500.770892376688,429.282234559507,692.868686171378,678.15016215125,553.426471816067,689.616331780005,465.675471442493,655.927165482029,659.588348127316,693.059602729726,678.563459276322,698.21696671023,533.870730736285,436.519922984798,523.633955438159,673.182236836784,694.519139691852,628.430389367674,481.633207095458
"8",2027,577.025481291025,416.010720391143,787.414457390512,519.072966061508,453.496722196353,475.203254120524,787.414457390512,508.736336239607,639.366789053101,484.994216923482,416.010720391143,674.608778383305,661.185242763177,537.207377097316,666.627396200784,453.126983028299,636.623564447383,636.732951659413,674.839566191734,661.572184217455,679.113806553817,518.311088134537,424.611947390237,510.016273694064,655.782284775247,675.288790023746,608.644792475895,467.048542862975
"9",2028,560.851276180991,403.466250146236,766.237162948902,504.436212474404,441.61265118556,462.057163951275,766.237162948902,492.583846742842,622.479296935981,470.054042448824,403.466250146236,656.911744385339,645.164932485345,521.747568222274,644.6647747222,441.251152144203,618.252603324565,614.921700796722,657.135205304219,645.542889926778,660.626946762895,503.707084200582,413.506232267346,496.980966043515,638.821335276695,656.728516979532,589.303365654415,453.088259194097
"10",2029,545.588904332124,391.771561691302,745.907423066157,490.934963561184,430.503527322117,449.67895922506,745.907423066157,477.126440596036,606.235417564784,456.098560496797,391.771561691302,639.991336146373,630.406153757225,507.150162915572,623.845418604417,430.150299150404,601.059101476553,594.372418861532,640.230190631775,630.768812040301,643.069168357623,490.257644613458,403.327625923423,484.701273316097,622.538375621715,639.068113195446,570.618406356874,439.911253810866
