"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,6535443.48888544,5229786.0347567,7444333.2824786,6371718.07309896,6485442.02142577,7180183.14884787,6157306.1582328,7048903.61945664,6763474.03205897,6500765.45306593,7147714.73555607,6827172.79480993,6395499.0398738,6342206.07121858,5350745.84934841,6482049.94677075,6135963.88745424,5229786.0347567,6827754.13332204,6397955.1652552,6192447.62570417,6363278.11988863,7256637.51020923,6949374.15333568,6556185.31096636,6336445.19708871,6642745.85791202,7444333.2824786
2021,6481050.72240779,5179059.07470619,7387011.88226909,6324995.6852357,6430606.38047095,7119539.64397465,6104348.76129765,6993160.55451742,6707153.38757743,6453782.56852624,7091486.66274412,6768971.44387305,6345818.40624574,6282531.9096453,5303909.94695727,6427162.9532443,6081490.6471501,5179059.07470619,6769673.61486124,6348398.23445182,6136295.57105396,6316361.2252512,7203389.63486347,6890552.93567099,6497991.93816321,6278590.55100704,6583984.44643667,7387011.88226909
2022,6440319.2218541,5135802.35339083,7348995.12222909,6293942.32378781,6391520.92501401,7075700.13596759,6060219.09783928,6954788.28107772,6663533.20530062,6423823.50809114,7053887.7923121,6722810.57739059,6308789.22211445,6235096.57063909,5265596.49669222,6388024.49295226,6037757.37114067,5135802.35339083,6723653.06267012,6311492.16116138,6089843.75102018,6285101.61404261,7170403.99701404,6847711.17184178,6451130.45762081,6231107.22262833,6537249.63241383,7348995.12222909
2023,6398433.58625996,5092261.49277119,7309312.04539893,6261433.10829545,6351254.27648194,7030161.00224844,6015377.17815547,6915277.99899526,6618831.04218496,6392744.02122008,7014332.97157732,6675479.86002474,6270652.18537651,6186770.78123486,5226889.05759574,6347715.33634284,5993073.25962822,5092261.49277119,6676464.50452376,6273474.14697741,6042583.18808726,6252418.49807077,7135600.09533732,6803595.13318334,6403080.16801048,6182696.56393446,6489361.74084223,7309312.04539893
2024,6353652.17239177,5046740.30209421,7266449.70438924,6225901.47082696,6308250.77808415,6981264.05916601,5968128.74370965,6873178.70662728,6571228.81564742,6359144.84982387,6971273.12326661,6625054.45887699,6229318.68879866,6135755.49739224,5186262.19438399,6304688.05181719,5945800.13096734,5046740.30209421,6626177.47794577,6232261.62294499,5992329.46353865,6216755.0253174,7097460.71443373,6756126.53771148,6351590.7644972,6131477.46109851,6438685.66643468,7266449.70438924
2025,6304699.99579684,4998112.85649049,7219044.80666208,6186620.48750001,6261561.97183486,6928132.47369681,5916199.70887883,6827128.59579362,6518449.17282524,6321675.06531261,6924224.87719776,6569563.84111976,6183383.61163237,6081120.05786211,5141899.45918593,6257986.59218519,5894858.78157022,4998112.85649049,6570818.49778027,6186410.30134568,5937682.50939418,6177377.44974711,7055118.60847299,6704373.73783232,6295712.56662737,6076193.7636055,6383850.10036769,7219044.80666208
2026,6251754.98091724,4946570.31872696,7167106.27038056,6143724.15907776,6211330.65972425,6870994.10580293,5859661.24865166,6776785.95865981,6460883.3725531,6280140.1660477,6873460.33968915,6509350.51339639,6133204.6618441,6023091.42594807,5093861.31574218,6207754.34055107,5840436.24259587,4946570.31872696,6510727.99165053,6136285.00499692,5879041.11823228,6134420.40195897,7008622.13551465,6648657.91679798,6235857.93744709,6017069.8928805,6324837.02406056,7167106.27038056
2027,6195524.21158462,4892770.5315495,7111271.06213491,6097670.40430937,6158101.9663922,6810581.60417057,5799475.35550391,6722670.96281896,6399431.86921331,6235034.71538167,6819501.79228066,6445413.62607665,6079599.84023384,5962392.97438124,5042943.75218036,6154536.96779993,5783100.10978544,4892770.5315495,6446904.27890773,6082709.75957979,5817347.66021585,6088337.50080459,6958425.31725849,6589726.44285336,6172830.57169384,5954863.57318958,6262462.65089983,7111271.06213491
2028,6136669.27628544,4837341.38362935,7052137.1393385,6048916.89886173,6102350.72903451,6747484.85812732,5736507.04714469,6665390.86240659,6334935.24572422,6186889.16326983,6762806.9449736,6378609.31026592,6023281.44541017,5899651.70617947,4989839.64136936,6098807.49653005,5723565.71078946,4837341.38362935,6380203.16491554,6026401.30783977,5753442.0808187,6039582.29406863,6905010.52468983,6528238.53004147,6107406.87656289,5890430.12142186,6197501.42372242,7052137.1393385
2029,6075683.60513208,4780769.18527464,6990134.79069171,5997782.74349717,6044440.99812519,6682161.49008366,5671440.69337823,6605418.36616114,6268026.61967279,6136065.44891935,6703701.32744799,6309609.41686302,5964787.03418836,5835352.27137256,4935076.03272034,6040928.33808817,5662341.90618008,4780769.18527464,6311296.26280138,5967897.93493279,5687926.64423262,5988475.12261071,6848704.85084872,6464649.82523385,6040184.59679642,5824365.32502608,6130552.90315492,6990134.79069171
2030,6012896.22437815,4723388.28128765,6925527.4391976,5944456.80349001,5984616.39140425,6614924.43008506,5604781.62567775,6543082.75165738,6199166.47844387,6082779.98591714,6642390.40063963,6238906.24817066,5904428.31243993,5769827.43836991,4879023.42319997,5981141.63551231,5599737.29887761,4723388.28128765,6240675.75785135,5907517.14854111,5621206.50970194,5935202.47706161,6789701.38026494,6399237.22229665,5971602.02108022,5757046.66539821,6062037.48288685,6925527.4391976
2031,5948489.64837107,4665397.24144909,6858435.28946761,5889016.38610511,5923010.3758006,6545907.30680547,5536870.44185271,6478557.89474023,6128661.4894661,6027135.92273955,6578910.87950884,6166827.83707169,5842404.60805219,5703271.85669834,4821914.49931613,5919579.53555564,5535874.4467044,4665397.24144909,6168669.69508611,5845460.18192842,5553536.76251784,5879836.33986986,6728103.31546582,6332081.5480963,5901926.31916431,5688626.34561927,5992224.69019517,6858435.28946761
2032,5882547.24093236,4606895.28102263,6788909.68996307,5831485.49421748,5859678.91830302,6475089.66173017,5467936.18269508,6411884.57992868,6056703.60037664,5969166.49152063,6513246.08729747,6093577.95762544,5778807.73142951,5635738.69815511,4763886.60026037,5856296.81546109,5470833.20775295,4606895.28102263,6095481.99413953,5781819.58489892,5485058.11760121,5822396.93717146,6663959.02136946,6263169.81662095,5831239.46515386,5619146.80806165,5921272.28055272,6788909.68996307
2033,5815073.7113079,4547899.71796717,6716970.71406631,5771846.24756129,5794567.33990195,6402439.01508548,5398103.68456825,6343070.4140546,5983389.41262673,5908873.54632362,6445339.78082473,6019246.0595839,5713652.09008355,5567114.78191215,4704996.05372792,5791239.16520003,5404640.75670871,4547899.71796717,6021205.30157461,5716614.74154285,5415779.5207145,5762863.32326993,6597253.0760209,6192448.50220534,5759449.20631692,5548602.08955525,5849238.24130076,6716970.71406631
2034,5746009.6148551,4488323.25004795,6642577.43765436,5710041.78171366,5727513.66498358,6327873.25365568,5327401.3388249,6272088.59294726,5908728.52360606,5846224.88293662,6375109.97649444,5943747.78120385,5646907.12715149,5497300.27762785,4645230.12519731,5724245.07776683,5337268.21442418,4488323.25004795,5945756.9268486,5649814.45096323,5345660.08528391,5701175.67774297,6527942.36128459,6119846.22634095,5686476.971098,5476950.16191413,5776036.20366501,6642577.43765436
2035,5675252.17590348,4427965.30838536,6565661.08697364,5645997.23713676,5658391.90429663,6251291.22308883,5255791.02913024,6198879.75519104,5832667.58312012,5781150.41473061,6302443.62612089,5866906.16077955,5578494.36679446,5426177.84917846,4584507.27990868,5655184.1875139,5268628.89722571,4427965.30838536,5868953.66515698,5581343.57919892,5274578.06477563,5637256.55177529,6455929.60867182,6045261.90662365,5612231.02222232,5404111.11742839,5701500.97215917,6565661.08697364
2036,5602681.53224386,4366683.24448722,6486119.05012283,5579619.43700763,5587067.32084301,6172565.39830677,5183178.75680927,6123360.62096482,5755112.31344486,5713574.4185123,6227232.22576149,5788590.38624957,5508313.68828538,5353618.47415557,4522647.89118177,5583922.0268241,5198577.1352091,4366683.24448722,5790667.35335055,5511102.41230435,5202314.18246936,5571010.80255849,6381096.9881106,5968584.42231395,5536595.1372137,5329975.35723583,5625509.26237408,6486119.05012283
2037,5528186.54941096,4304345.82970071,6403853.81887373,5510825.24235524,5513423.82356096,6091561.19732723,5109373.55100376,6045450.33563404,5675960.17279848,5643432.47638366,6149385.80545303,5708679.82589108,5436268.4939012,5279504.86938339,4459524.26212741,5510342.33780356,5126990.36958455,4304345.82970071,5710777.64952676,5438995.06089709,5128693.52435798,5502353.75104832,6303356.06275624,5889719.90865688,5459453.90261256,5254438.58441069,5547952.87922538,6403853.81887373
2038,5451703.42062217,4240845.74847792,6318840.52928083,5439577.57870736,5437422.59780958,6008214.20824882,5034232.88493826,5965113.29287334,5595095.90005432,5570708.39196742,6068868.35176151,5627071.77755983,5362288.20449781,5203772.87294207,4395073.05885515,5434405.12085682,5053794.15345541,4240845.74847792,5629182.6920153,5364951.72616878,5053633.85503432,5431247.00652126,6222677.993421,5808631.51958541,5380732.98818944,5177435.73785971,5468767.32447267,6318840.52928083
2039,5373232.49145547,4176152.54574579,6231125.66702594,5365830.78744122,5359100.87620053,5922553.31034882,4957744.79725758,5882383.31373063,5512447.73167974,5495453.04875294,5985717.85250886,5543729.44537977,5286366.19555652,5126417.19857634,4329294.23476187,5356147.25836429,4978983.70557312,4176152.54574579,5545846.14183516,5288966.40987696,4977121.19194828,5357641.9449854,6139099.01236634,5725353.0309533,5300421.68168838,5098961.49693956,5387953.40688943,6231125.66702594
2040,5292841.22747817,4110306.44218282,6140836.08125966,5289618.80340893,5278572.11982918,5834671.67133136,4879957.82386082,5797365.69407685,5428068.60051085,5417784.27228449,5900046.40895492,5458724.99193276,5208473.32237162,5047472.82744719,4262245.22272586,5275682.3802022,4902613.61621481,4110306.44218282,5460840.74952094,5211010.30861099,4899218.02883424,5281573.2008856,6052733.54182175,5639987.13096298,5218575.6646046,5019072.73276651,5305579.05035223,6140836.08125966
2041,5210660.22536329,4043398.71556663,6048165.94384091,5211093.29636778,5196010.34219127,5744728.5521888,4800975.94257775,5710215.91172129,5342089.15987072,5337877.13192878,5812029.88176385,5372188.0025668,5128647.25702826,4967039.28882803,4194030.20843589,5193183.41096343,4824794.13894002,4043398.71556663,5374296.62406068,5131121.86032504,4820044.98168395,5203193.42443155,5963725.91560103,5552694.91012746,5135308.90930713,4937881.24261349,5221770.58115164,6048165.94384091
2042,5126871.68435002,3975553.54237215,5953354.88519605,5130461.99459061,5111635.09675518,5652936.88140863,4720928.01717152,5621129.3906604,5254689.68084575,5255948.84914583,5721892.94943844,5284292.8233378,5047068.58343767,4885276.94113111,4124788.36942173,5108869.86503238,4745681.66944078,3975553.54237215,5286388.65875448,5049481.4539238,4739762.69597129,5122707.85988496,5872240.25916769,5463681.59454834,5050780.75932006,4855541.51188796,5136697.775906,5953354.88519605
