"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,6535443.48888544,5229786.0347567,7444333.2824786,6371718.07309896,6485442.02142577,7180183.14884787,6157306.1582328,7048903.61945664,6763474.03205897,6500765.45306593,7147714.73555607,6827172.79480993,6395499.0398738,6342206.07121858,5350745.84934841,6482049.94677075,6135963.88745424,5229786.0347567,6827754.13332204,6397955.1652552,6192447.62570417,6363278.11988863,7256637.51020923,6949374.15333568,6556185.31096636,6336445.19708871,6642745.85791202,7444333.2824786
2021,12949383.7994434,10343696.6726263,14770503.8591814,12636589.2085637,12862243.089554,14236235.0623357,12178537.7905205,13979653.8757971,13395076.8959873,12897785.4411156,14182387.7581581,13516924.6512164,12668120.4317324,12559947.9035102,10587193.7790529,12855533.9622409,12147606.9490062,10343696.6726263,13518155.1939237,12672988.0251596,12252516.7376738,12619873.8378309,14404853.0159693,13775812.5016891,12979068.5177795,12539965.8537256,13153323.9717349,14770503.8591814
2022,19257687.2406847,15352687.0089504,21999167.9352693,18812322.3041936,19148122.9524816,21186833.7014815,18074909.191524,20811150.141989,19909713.4125681,19209802.8176404,21124854.9508705,20083428.8168772,18832570.66335,18667989.4439094,15720705.6785984,19138173.8102097,18048552.1237804,15352687.0089504,20085401.7419997,18839803.5668836,18192684.0452213,18787494.0907214,21466337.2338445,20497032.7930679,19282646.8109874,18623442.5479073,19546353.2327918,21999167.9352693
2023,25462893.4047766,20260941.5727178,29131475.7467177,24901147.5683372,25344942.5896524,28033996.9920413,23849756.9435373,27545145.2286168,26309740.3726034,25438615.3624358,27977054.8476996,26529279.1027302,24891486.3517314,24669493.8590328,20754955.7375779,25331834.1710248,23842092.742793,20260941.5727178,26532092.5532985,24901032.0064131,24016537.386253,24868379.7307549,28442289.0958889,27115231.903086,25469942.6023629,24590128.3472234,25824742.3048857,29131475.7467177
2024,31567952.1318709,25072892.0169574,36168986.0515461,30905559.2958721,31454792.2208396,34780162.4497904,29507018.2786397,34183792.6671728,32598091.7420857,31586263.9122646,34741133.4019858,32857740.8469671,30848043.5046355,30567960.1998072,25693937.3556875,31438606.3092637,29531882.8101171,25072892.0169574,32861443.0689521,30859845.3964832,29728167.0704146,30865030.1028318,35334188.2913934,33633015.1465678,31544495.0244345,30443809.4057921,31991946.7262693,36168986.0515461
2025,37575922.5766751,29792957.6607623,43113413.8234407,36828045.0957378,37479718.3541298,41427843.6501108,35050906.7769414,40729381.0740725,38777937.8309829,37654780.937664,41419233.5879916,39072341.2627862,36705598.5215371,36366951.3028684,30541671.9947966,37460540.051031,35121656.67205,29792957.6607623,39076990.5831374,36719598.4893258,35331788.3865484,36779933.7182914,42143526.3707756,40053095.7962187,37510042.4543274,36188459.8888939,38051650.1324561,43113413.8234407
2026,43489752.8205585,34425339.4564107,49966420.9364481,42670899.1150628,43421577.6397935,47979471.2640883,40485646.1694389,47184109.5980481,44852479.4550869,43646005.706054,48013277.6516429,45176661.0994316,42467414.6927265,42069851.5880495,35302005.6277306,43399484.4278409,40614999.4233369,34425339.4564107,45182311.0892524,42483546.1510431,40831506.8651747,42615382.6342251,48871648.2937816,46378081.6002702,43370282.3717002,41827980.6618038,44007436.9955222,49966420.9364481
2027,49312138.7397268,38973847.3622148,56729493.3682662,48436100.1656432,49281965.7749987,54437248.0077068,45815300.9222671,53549959.0422828,50824767.6506102,49561480.1424835,54524880.1671542,51174121.8405094,48136479.4778655,47679750.1632952,39978458.8961783,49257033.1701959,46015180.3457427,38973847.3622148,51180808.3081243,48154680.5503412,46231168.6725764,48373351.4934294,55519635.8600157,52610318.0478695,49128699.8638369,47366044.3391813,49862694.8603803,56729493.3682662
2028,55045431.528253,43441832.5459348,63403828.8630416,54125231.3979826,55062158.9027732,60803055.524612,51043631.9181537,59828621.0238907,56697592.8960823,55402388.3599963,60955274.061876,57067856.0069011,53715412.5771903,53199362.2007868,44574178.6834361,55034459.8822614,51325102.0431451,43441832.5459348,57075604.5097297,53735624.8934164,51534237.4481389,54055418.3278568,62088234.1138788,58751773.8809404,54788441.1239605,52805947.454615,55620519.5657248,63403828.8630416
2029,60691579.3204598,47832180.7509141,69990301.8958286,59739433.2690696,60763054.6136574,67078330.1174855,56173974.6531361,66021456.9451285,62473396.6988556,61169543.0986258,67305264.4602917,62860604.4661954,59206393.9502316,58630977.2143737,49091894.7938143,60732659.4847288,56547258.0470031,47832180.7509141,62869461.0233566,59228564.5160564,56743740.8850762,59662717.4264083,68577807.8218757,64804021.501447,60352209.8904251,58150593.7259718,61283641.7615382,69990301.8958286
2030,66252109.7593775,52147335.71231,76489422.6441146,65279404.2639258,66385137.9446591,73264115.2637031,61209213.4770556,72129459.032772,68154236.5359377,66863357.8703764,73575244.3931616,68554725.6164634,64611150.7491009,63976453.8065525,53533893.0977213,66352114.180797,61683671.8920982,52147335.71231,68564715.5927056,64635230.2891937,61862277.7640979,65195941.2508169,74988304.8111393,70768210.0979806,65822267.0519369,63402469.3238965,66854391.3219207,76489422.6441146
2031,71728117.0052642,56389293.7033703,82901327.5803691,70745415.4685247,71928504.9827498,79361019.0251943,66151779.8446288,78153226.4298464,73741714.6528103,72483862.0682307,79765180.3995243,74152126.9995197,69930951.3501235,69237161.2689471,57901958.5766803,71892929.5958259,66735911.3153906,56389293.7033703,74163272.4852122,69956893.6424645,66891999.8282665,70655358.5732365,81319281.3119883,76645062.0612518,71200426.1618794,68563597.8232455,72334669.982324,82901327.5803691
2032,77120297.4379719,60559600.1210403,89225803.1202206,76137365.0782282,77392934.1227287,85369265.5133853,71003672.3885893,84092996.5561279,79237010.8746434,78030731.5596773,85874655.6985875,79654308.6300628,75166640.7885759,74414072.143356,62197461.9914756,77354871.6906017,71705145.1066653,60559600.1210403,79666624.2066392,75194402.4392728,71834611.2269811,76040860.4438635,87569928.7768743,82434927.4054699,76488056.439591,73635567.6363969,77725921.9902431,89225803.1202206
2033,82428980.4069921,64659374.6620577,95462326.7799259,81454814.0504691,82777890.6830708,91288710.7106725,75766454.9308887,89948683.7354621,84640922.5933028,83503327.7614809,91902934.6288442,85062369.8004244,80318672.1204118,79507755.7027064,66421392.6292726,82737402.4702823,76592155.9208998,64659374.6620577,85075869.7563364,80348212.4902731,76691383.2831052,81351999.7908951,93739109.5409597,88137790.6344733,81686171.9776685,78619569.7499777,83029213.7709419,95462326.7799259
2034,87654142.3473771,68689368.9562478,101610042.220078,86697004.2096963,88082551.3382888,97118874.8304627,80441320.1646344,95719845.6271869,89953879.9193499,88900692.2526834,97848955.1766537,90377037.4637283,85387120.557959,84518421.5281493,70574359.5701995,88039701.2573407,81397353.6641485,68689368.9562478,90391716.3943556,85418401.7155278,81463176.2480787,86588010.5992503,99825385.1121967,93753298.1242957,86795417.0244846,83516407.6205924,88245217.1088386,101610042.220078
