"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,405496435.437016,332285960.741966,485001454.852446,367574573.966732,332706421.998036,388845783.572821,485001454.852446,394573718.449378,445877712.891091,350918717.152162,349422381.914479,478567178.133741,448861344.946977,382896272.335495,383739157.465207,332285960.741966,418468214.434028,365957983.960546,478733371.540381,449368791.847029,438045326.281987,366444792.674591,355865626.201492,392750934.474826,450492183.443534,451484465.655457,434460761.38308,394067755.607928
2021,834914597.866044,676959929.208677,1010001072.85229,754272822.00071,677851594.446238,794907117.133574,1010001072.85229,808699817.699726,923089024.94876,717984824.201525,709680838.533161,991914775.53014,929323265.202678,786020758.863011,793872143.480598,676959929.208677,864205885.118099,754984831.755783,992293186.353542,930416766.736842,907729458.863881,751860621.896364,723429076.340943,805154538.988032,932006728.423684,934568742.826376,897030913.676411,804606211.570053
2022,1287796563.24764,1040989896.01854,1563338354.08888,1162771911.2941,1042405028.93876,1223654859.85449,1563338354.08888,1246036316.99087,1427558579.33172,1106072831.75049,1090128468.78461,1533382021.71891,1436113794.81427,1210329049.38637,1224830192.57912,1040989896.01854,1333175047.58971,1162758207.96529,1534025830.40603,1437867985.75545,1402542581.44901,1158919106.07928,1112209717.49578,1240734828.96837,1439421148.44073,1442876829.86006,1384493609.38864,1238277882.24163
2023,1746291835.39409,1410051177.7285,2123306666.91193,1576856784.4359,1412029781.14386,1658005276.75594,2123306666.91193,1689099954.73102,1939175676.16916,1499756344.03125,1475504825.99861,2081455583.60362,1949486594.77611,1639325813.10604,1660105328.07906,1410051177.7285,1807122120.889,1573787544.28235,2082416948.94108,1951966693.81346,1903001680.30167,1571439396.87904,1506674229.90826,1682181902.29702,1952695412.0832,1956540128.71327,1877519080.64583,1677790938.62719
2024,2203264165.44587,1778547281.33458,2681307449.808,1990136176.57191,1781118561.59326,2091152212.6445,2681307449.808,2131298821.99632,2450080590.17958,1893291819.57761,1859656151.92595,2627442224.2221,2461446744.49923,2066301079.02838,2093162269.54726,1778547281.33458,2278640745.11369,1981647728.4832,2628771622.85511,2464715695.01558,2400935383.38663,1983055347.877,1900828766.6978,2122482682.77317,2463344907.21801,2467384121.90514,2368358076.67192,2116497675.2209
2025,2691337466.53218,2179679008.40707,3266595797.82598,2435217073.14056,2182888084.3044,2559571203.28741,3266595797.82598,2608667903.63222,2993325021.24746,2320212227.23991,2279381735.58817,3204383430.51552,3003547915.97164,2522912308.36705,2550003399.95783,2179679008.40707,2778005811.82473,2411779599.22591,3206135965.91112,3007661647.09439,2926173868.38454,2426336575.76532,2332365167.36931,2596695641.08048,3003337726.59727,3006242938.25955,2889781997.03114,2592534615.27544
2026,3136050859.67784,2540332125.16849,3807960761.42512,2839611186.72765,2544176410.18782,2982032469.12729,3807960761.42512,3040953200.88592,3491418618.62277,2706489050.74887,2653926088.15292,3733923884.59051,3502431416.79752,2937458694.36382,2969217211.4773,2540332125.16849,3235348748.68596,2804740332.62444,3736136430.18852,3507397863.52812,3407852070.82326,2828921085.86127,2719104872.82679,3026023866.87523,3497793704.78064,3500751713.43949,3365906679.77194,3021363004.26426
2027,3571898375.28414,2894912738.27036,4337562652.00735,3237250802.37569,2899403901.26454,3396566142.75067,4337562652.00735,3465377768.56979,3979829242.17915,3086707893.66087,3021306238.72726,4251875611.77489,3991994449.80946,3343344671.66154,3378865045.20143,2894912738.27036,3682921255.38491,3187914138.02971,4254587575.72324,3997828870.5593,3878380648.10244,3224703491.43854,3099770085.56204,3447207287.67676,3981055135.02855,3984082763.56313,3831523016.44917,3442487956.3328
2028,3998143579.90235,3242826403.99746,4854460814.02214,3627495973.95771,3247971412.35904,3802470166.29576,4854460814.02214,3881036411.03855,4457579396.86831,3460154205.3694,3380875364.87377,4757337023.61504,4471559836.83011,3739939419.78104,3778238727.58654,3242826403.99746,4120089355.95757,3560745633.53109,4760583547.73625,4478269161.95624,4336998692.33487,3613056848.90798,3473697740.65137,3859524393.24228,4452308924.87329,4455532481.12294,4285730856.61201,3855106704.0381
2029,4414348287.31653,3583697528.76869,5358116023.25087,4009914134.98804,3589499336.69453,4199325016.47187,5358116023.25087,4287294959.50175,4924031522.60429,3826305144.51513,3732222165.81976,5249826852.77779,4940783212.32281,4126902026.92629,4166936948.59616,3583697528.76869,4546528181.93987,3922984981.69744,5253638598.981,4948364495.90711,4783300817.70802,3993564858.25335,3840422956.41998,4262525272.39517,4911131097.62772,4914739098.51862,4727980654.46034,4258671295.76665
