0.0063944,0.0072173,0.016377,0.0077551,0.0078724,0.013463,0.0087813,0.0044519,0.0065269,0.0081507,0.0072713,0.0062966,0.0033134,0.0065573,0.0037892,0.011648,0.007801,0.0043397,0.0085141,0.005705,0.013139,0.010462,0.0065052,0.015095,0.0044229,0.0058175,0.0090803,0.0051194,0.0031535,0.0079076,0.0058069,0.011018,0.007375,0.0052689,0.0063383,0.012065,0.010051,0.009542,0.012472,0.006186,0.0070835,0.012788,0.0051794,0.016055,0.006764,0.0049386,0.0063282,0.0068351,0.016895,0.0041604
0.67911,0.94318,0.80722,0.7018,0.62793,0.81397,0.70651,0.53134,0.59136,0.67574,0.98344,0.81011,0.66063,0.66268,0.69254,0.74065,0.7885,0.69438,0.57909,0.65938,0.53547,0.89985,0.9305,0.89984,0.80879,0.53752,0.5028,0.96013,0.61535,0.97848,0.82443,0.73764,0.96824,0.91045,0.75529,0.89001,0.90733,0.76678,0.82124,0.67351,0.51373,0.54211,0.70577,0.95853,0.60007,0.70605,0.7066,0.91891,0.80237,0.58125
0.80273,1.3677,1.4531,0.90587,0.94817,1.1832,1.4774,1.0753,0.8294,0.80034,1.4256,0.94976,1.3608,0.80596,1.3158,1.4561,1.3802,1.3528,0.91456,1.436,0.87958,1.3467,1.4968,1.1886,1.3431,1.1968,1.2306,1.0874,1.3956,1.2169,0.88197,0.92976,1.0067,0.91577,1.0032,1.2561,0.9831,1.2,1.4407,1.0772,0.99769,1.4368,1.2365,0.96896,1.0843,1.2181,0.95474,1.0185,1.0392,1.1591
0.82824,0.62988,0.83096,0.97251,0.58073,0.82228,0.81303,0.70882,0.62322,0.74218,0.66969,0.6282,0.84116,0.55349,0.8629,0.52438,0.84961,0.70935,0.69887,0.65264,0.50636,0.57788,0.59005,0.66456,0.71522,0.73145,0.64497,0.72442,0.85166,0.87921,0.55382,0.85717,0.85137,0.85314,0.77667,0.55266,0.62539,0.84746,0.77208,0.95422,0.97857,0.60297,0.7723,0.64375,0.86783,0.63176,0.56588,0.6646,0.68937,0.80887
0.64982,0.91676,0.62783,0.98667,1.0923,0.62953,1.1496,0.74559,0.83473,0.65533,0.81987,1.0956,0.41847,0.54911,0.53426,1.3669,1.3843,0.98227,0.75987,0.7936,0.65151,0.7755,1.448,0.44314,0.55921,1.0849,0.42885,0.7961,0.63736,0.48988,1.4376,0.56894,1.1165,1.152,0.88793,0.57839,1.0465,0.43004,0.42724,0.92752,1.3565,0.9264,0.7627,0.77578,0.87715,0.90739,0.8219,1.2757,0.48529,0.96353
3.2241,1.7292,1.8062,1.5928,1.6624,1.2578,2.0826,1.8319,1.0498,2.625,3.1334,1.9343,1.605,1.8856,1.1366,1.5234,2.7481,3.5506,2.9496,1.993,1.621,3.7901,2.4173,0.76161,3.5391,3.9319,1.6146,1.0747,3.9656,0.837,1.1845,1.8655,1.7432,2.4245,3.3173,0.9339,2.4785,0.81921,1.15,1.1223,3.3126,2.2373,1.8665,0.56768,2.6755,2.6443,2.0129,2.6093,0.67138,2.2892
2.184,3.7914,2.2122,2.1697,3.0706,5.3819,1.8505,6.1691,5.7722,2.5561,3.5272,2.7461,6.9506,5.5139,3.7024,2.7037,1.9252,3.2265,1.3118,5.9283,2.6283,1.3848,2.0147,4.5721,3.7056,2.9143,4.3757,7.5387,3.2435,8.8565,5.7126,2.293,4.9544,5.1325,2.0481,2.9915,1.1381,1.9687,1.8873,7.8093,2.4967,7.2003,3.6977,2.1736,2.1378,5.2639,2.458,2.661,1.5459,5.7988
8.3324,2.4798,2.5915,6.2433,5.6259,13.833,2.7195,17.501,10.215,11.529,3.2919,13.082,11.689,7.6911,18.767,2.5764,3.7054,6.2375,5.6082,5.7199,14.81,6.9427,5.348,3.2671,5.6703,5.7673,5.2102,11.479,8.4325,7.4829,8.6768,10.743,10.306,15.397,7.9139,9.2144,2.2867,5.7357,14.072,13.105,5.0119,6.4933,8.6077,6.335,8.7175,18.519,4.5022,6.6978,10.78,14.73
2.4772,1.0973,1.4402,1.0913,1.0015,0.81808,0.6696,1.2036,1.2218,2.319,0.50379,0.91317,2.5235,1.9587,2.3864,0.84666,1.6964,1.3551,1.0064,1.6262,2.7639,2.0412,1.6459,1.0911,2.2556,1.6953,1.1823,0.66897,1.6494,1.2332,2.3762,1.9083,1.5624,2.4504,2.0522,0.81058,0.92498,2.4678,2.4935,0.88935,1.008,0.56892,1.6032,1.6652,1.0933,2.0657,2.4019,0.83607,2.7574,1.3913
4.803,8.9594,5.4773,5.2414,9.1565,2.7638,5.4817,5.0171,8.8986,4.5817,4.8483,2.7226,7.875,3.5452,3.201,8.3314,5.6219,4.7927,3.9962,7.946,8.0684,7.7438,4.0945,8.3602,6.5197,8.5872,8.014,4.5204,7.5418,8.7541,8.1543,5.797,5.4316,3.0906,2.1442,1.4145,4.453,7.0163,3.5223,6.6169,8.7809,6.7294,3.7083,9.1315,2.8457,2.8238,3.5593,2.9477,1.3474,3.3091
4.9915,4.0028,4.8674,4.9771,6.8151,5.7519,2.8286,3.5568,2.331,2.3778,7.2112,7.1563,4.1871,6.9571,5.7558,7.1248,3.2005,5.2317,5.4433,5.2481,4.9998,3.7938,7.3591,2.1672,4.0342,5.9037,4.706,3.8941,5.1253,2.7248,5.4175,7.4183,3.0818,2.5397,7.3057,6.7305,3.8085,7.2755,3.4067,5.204,5.7168,7.9788,7.7906,7.6132,6.7637,4.5545,4.5621,4.2467,3.0001,3.4325
13.875,15.56,17.185,13.637,13.349,15.704,10.787,12.924,5.9861,14.174,14.859,18.233,15.811,19.888,18.019,15.221,17.175,17.971,18.797,14.697,18.798,11.221,12.015,5.1699,9.7014,7.4828,17.167,16.647,16.176,13.106,17.036,15.665,10.55,13.086,16.824,15.381,8.6057,15.988,11.233,7.1465,16.301,18.449,10.859,14.636,14.351,11.791,9.2595,10.602,8.6411,12.117
1.8534,2.0076,1.7531,2.7604,1.9363,2.5762,2.4543,2.0256,1.6393,1.3364,2.0677,2.2241,1.3882,1.4765,1.858,1.9326,1.8472,1.8473,1.8432,2.4476,2.7909,1.4375,1.7974,2.7315,1.0327,1.2561,1.4479,1.783,0.82393,2.5725,2.0668,2.3193,2.7718,2.6114,1.6129,2.1526,2.2311,2.6367,2.3571,1.9748,2.7392,2.6538,1.7366,1.7423,2.1686,2.5139,1.256,2.3703,2.5493,1.5175
1.5749,0.93074,1.6392,1.4535,1.2159,1.568,1.2881,1.2612,1.1811,1.2893,1.498,1.6996,0.97614,1.3787,0.98278,1.015,1.1499,1.3737,1.1228,1.642,1.5281,1.4705,1.6481,1.5588,1.2627,1.1935,1.1877,1.3546,1.3721,1.4282,1.0126,1.5983,1.3579,1.4797,0.83217,1.1978,1.7601,1.7814,1.4068,1.2086,1.6943,1.1883,1.4645,1.087,1.3128,1.4451,1.0575,1.7698,1.6357,1.2136
2.4115,1.8777,2.6947,1.1611,2.6957,2.9717,2.4067,2.0781,2.7523,3.0331,2.6105,2.5827,1.3748,2.6154,1.8007,2.8179,3.2291,1.7796,2.0401,1.8377,1.5585,2.259,2.72,1.3949,2.4109,2.8178,3.2111,2.6386,2.8645,2.297,3.4245,1.8485,1.8785,1.9649,1.3264,2.8738,2.2787,1.1848,1.6149,3.3904,1.8777,1.6229,1.9202,3.0901,1.0543,1.5055,2.9631,3.2299,2.1803,3.1196
0.94311,0.83808,0.64711,0.26466,0.38366,0.92053,0.73699,0.73017,0.21522,0.84695,0.92663,0.37083,0.80628,0.56055,0.65262,0.5427,0.67904,0.80866,0.92842,0.56246,0.93632,0.86864,0.22477,0.33821,0.50621,0.56684,0.97762,0.32669,0.63678,0.83724,0.65269,0.83548,0.76579,0.60929,0.83391,0.57293,0.53407,0.36197,0.8925,0.49014,0.73849,0.94702,0.17995,0.14874,0.29512,0.80689,0.45485,0.48064,0.26797,0.70886
