1.746,1.4771,3.6028,1.2697,0.80753,0.68933,7.6447,3.7816,4.0576,2.1402,1.2347,2.0533,3.4222,5.8261,1.6311,6.315,2.768,4.9583,1.9165,3.3261,4.8061,0.24691,3.4084,1.9156,1.9512,4.8588,6.9197,0.36273,4.2268,1.4077,2.0029,7.1311,4.2488,0.38351,3.9981,6.9987,1.692,0.74232,1.3126,1.1047,1.4134,5.1813,4.5844,0.59015,0.62321,7.5016,2.6705,2.1388,1.9646,0.2748
9.5616,6.3544,5.0154,9.7599,16.895,7.388,18.232,15.955,12.482,5.1352,5.0449,11.715,14.184,6.4823,13.244,6.5003,11.995,15.28,15.679,16.724,5.9004,13.707,7.2468,11.129,6.1031,8.8646,7.2936,5.7662,9.7924,11.452,11.342,15.31,7.6309,5.3292,16.287,12.432,5.7543,14.463,14.914,11.189,16.748,7.6129,12.852,11.128,17.318,10.891,7.5904,5.0201,16.369,12.88
36.984,7.4472,32.183,32.005,20.575,14.953,37.352,29.464,33.74,26.353,25.093,9.6037,37.267,35.222,12.683,23.167,14.302,23.795,8.9882,31.778,32.613,22.361,30.992,28.726,34.54,10.174,34.418,18.897,15.977,26.777,34.896,18.593,32.191,36.669,22.692,17.207,35.241,32.823,22.342,36.829,17.553,11.733,32.811,12.379,13.537,11.651,11.35,35.645,35.234,18.145
8.0449,30.975,15.116,27.841,9.8055,12.574,29.459,16.143,30.828,13.967,26.402,35.722,31.522,21.753,14.584,10.297,8.8407,7.7143,17.486,22.861,32.241,31.38,34.783,16.284,8.1696,17.887,31.325,8.5702,21.728,7.8882,8.5838,28.773,7.4274,21.047,11.62,36.888,11.716,27.527,19.207,7.8499,35.109,26.208,13.786,8.8174,25.487,11.6,32.423,9.4763,16.856,25.249
13.529,8.87,6.1323,17.825,17.707,7.2153,16.463,11.069,5.6062,7.638,12.214,15.093,10.809,16.57,13.525,17.469,15.575,11.687,16.456,7.7312,15.749,16.201,17.126,14.948,15.526,9.2436,6.7699,13.711,10.465,13.109,6.7456,16.955,11.473,5.2818,12.071,11.473,13.201,7.13,17.451,14.431,16.986,8.8912,9.5837,7.8031,16.784,15.846,5.244,5.9068,13.407,6.6623
0.16602,0.116,0.12385,0.13746,0.12152,0.12253,0.11506,0.12186,0.12062,0.12694,0.15852,0.11331,0.15941,0.12048,0.12022,0.11127,0.1224,0.11567,0.21983,0.11382,0.18431,0.20665,0.1448,0.2414,0.19937,0.15107,0.14265,0.11705,0.14947,0.19011,0.22666,0.15422,0.11618,0.11132,0.14344,0.14762,0.1162,0.16185,0.12521,0.13346,0.21316,0.11681,0.11383,0.1129,0.15659,0.14329,0.29308,0.16047,0.15743,0.11119
0.20119,0.16641,0.20761,0.28451,0.16891,0.55956,0.16539,0.16684,0.17365,0.30326,0.19171,0.47159,0.18801,0.25229,0.20224,0.52449,0.15967,0.15725,0.20329,0.20962,0.35984,0.23263,0.51796,0.17869,0.34075,0.1706,0.15839,0.29166,0.27684,0.19236,0.28734,0.24423,0.26497,0.26012,0.32744,0.17982,0.20954,0.17625,0.16223,0.24254,0.1744,0.33814,0.59492,0.50475,0.1687,0.21427,0.20308,0.5471,0.16892,0.35942
12.119,9.1219,13.257,9.8201,5.92,12.995,12.065,12.902,7.9297,10.746,8.7342,10.624,11.371,10.735,7.3444,7.2655,9.5531,6.9066,10.788,10.8,8.0333,7.6528,13.344,4.061,3.8928,10.682,13.04,8.9627,5.9708,11.423,10.348,11.07,6.879,7.1063,13.364,8.299,11.132,7.4513,9.9842,3.3666,5.2436,11.154,12.257,9.9635,7.9874,10.487,11.451,10.267,5.3541,8.5085
14.388,20.405,21.627,19.662,15.28,26.47,25.968,31.95,36.66,32.862,33.306,29.465,26.962,29.135,31.891,30.299,38.187,27.531,13.182,16.906,29.502,33.274,22.361,32.699,33.516,33.484,7.1795,32.581,26.905,33.426,35.191,31.146,35.37,9.9872,35.523,36.728,13.271,16.743,34.253,19.829,30.865,22.225,23.14,32.569,24.36,34.789,35.517,24.253,19.765,37.521
17.078,10.242,5.3058,7.9276,12.15,7.8056,11.888,26.687,5.4839,10.795,9.646,9.8795,10.755,12.745,22.951,12.914,23.665,13.917,12.269,11.928,13.089,25.736,11.916,12.79,8.2965,6.0215,13.269,14.015,13.315,6.2375,9.2974,6.9234,8.7174,12.094,14.333,23.577,28.275,5.2741,15.527,19.215,6.238,20.273,25.565,9.0529,10.287,8.7139,8.6256,11.248,23.486,6.9671
5.0912,5.7985,5.5455,9.8154,6.1999,5.2533,7.3389,7.2706,9.4645,8.1144,5.2309,5.1971,5.762,9.1978,8.3448,5.3379,13.846,5.8939,5.3089,9.6708,7.5141,7.0084,7.7964,5.521,8.8073,8.6407,8.6273,12.757,6.4898,10.739,10.632,7.1088,13.553,10.022,15.42,5.5764,11.627,7.1072,11.436,11.33,5.9497,6.515,5.4282,14.511,10.121,11.269,6.5751,5.9817,9.8365,6.7636
12.988,7.3547,7.8887,9.9765,6.6535,7.3101,12.418,13.005,10.839,13.406,7.4095,13.518,12.958,9.3235,6.0941,8.9176,12.825,7.3052,5.6527,9.4854,12.44,6.2956,9.3504,10.913,11.647,10.812,14.688,12.21,11.732,10.397,9.8769,8.1519,14.375,12.793,7.5629,13.687,14.232,11.533,7.1948,14.292,6.1469,5.3492,11.968,14.891,8.7659,11.855,11.464,13.468,13.016,8.3403
