"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,165887.861149041,130953.246547055,210723.626238964,148461.393285935,130980.725078762,152719.697260501,210723.626238964,160138.836700426,194664.651048164,142560.168977045,136463.534519641,203695.366954917,180972.756859554,151412.375478419,156695.201545555,130953.246547055,173276.082497225,149158.72903982,203686.930260432,180984.038012726,186865.782033148,148390.758618941,137255.745918123,156068.751176093,190362.201191481,185187.876120798,183602.401865906,151915.651496407
2021,585830.693585251,462918.907856214,742819.495361252,525113.745679624,463036.375177156,540619.515373601,742819.495361252,565865.129102986,686890.772743737,503440.301654394,482334.335582566,719971.377643267,640220.145746393,533620.243898762,549515.959191297,462918.907856214,610560.949224696,522350.291829893,719997.265010388,640253.520942989,659209.896052957,524849.771983201,487238.897835443,553609.21223957,673290.174406972,653564.301540946,646291.46350995,538185.290043014
2022,1064995.58218391,843016.016853858,1347257.52541799,955540.350836097,843237.340990634,985126.079533661,1347257.52541799,1027890.5584912,1247029.684425,913742.650850734,879332.203787453,1310276.48857332,1165612.65903555,968554.597654422,991664.329888832,843016.016853858,1108109.51436191,942994.429367152,1310369.39480492,1165679.00972531,1197643.87670277,955034.625092782,889316.716168275,1010922.52704135,1227845.76439765,1187569.00948113,1170436.43661247,980687.764503282
2023,1544601.04757202,1225504.08472105,1946848.03911365,1386693.99191053,1225827.5830493,1432034.66450881,1946848.03911365,1487949.1396331,1805673.03631655,1322227.25850063,1279856.68982426,1902104.71054555,1694075.40267312,1402981.13943066,1427668.45516257,1225504.08472105,1604867.71845074,1359677.30014631,1902252.68511879,1694175.94773575,1736299.48417565,1385938.23420226,1294914.67004553,1472776.00194695,1787071.41308252,1721819.62771297,1690520.29984999,1425268.6114433
2024,2009489.94532466,1598284.10014203,2523800.33192872,1804786.1053046,1598698.65996864,1866812.88329892,2523800.33192872,1932555.48521183,2346091.88266213,1717314.80623217,1670115.35750745,2476015.38820429,2208925.7360997,1823390.63902289,1845817.92278062,1598284.10014203,2084795.81366244,1759767.05525457,2476225.42541586,2209054.61985745,2257432.65818209,1803774.78424906,1691233.83845098,1923528.59236351,2331204.46385108,2238925.93840417,2191014.55743918,1857681.58762201
2025,2455749.64447759,1958041.29791495,3073984.88769006,2206540.21862863,1958559.6778794,2285326.97055212,3073984.88769006,2358574.35738363,2864157.17334963,2096295.12769933,2046009.44458018,3026362.0208903,2705894.2358623,2226356.47176429,2243952.87379997,1958041.29791495,2543952.98018458,2140610.9536559,3026638.26885406,2706038.61593764,2756443.71358845,2205285.4134346,2074782.93362052,2358643.76548115,2854474.86544375,2734392.73794502,2668485.16737142,2273936.93842774
2026,2882910.34843846,2304057.48333255,3597343.26325824,2591813.71370283,2304682.37595567,2686819.53732327,3597343.26325824,2765776.95265466,3359518.93824835,2459100.56761269,2406921.66217154,3552113.74071482,3184356.70819568,2611495.07576482,2622413.95605157,2304057.48333255,2981860.21687613,2502322.51698057,3552455.76949491,3184514.48529086,3232820.07989433,2590320.73114998,2444886.02991652,2777355.59847089,3355906.39372687,3207722.24469872,3122840.97600963,2673339.69346537
2027,3291122.94869175,2636184.24317697,4094528.75382521,2960852.07545114,2636918.04501935,3071374.4091458,4094528.75382521,3154390.92791275,3832457.68601252,2806099.79591081,2752784.73521852,4053388.2818734,3644245.58510701,2979177.01309443,2981846.4717462,2636184.24317697,3398754.27254467,2845348.60604651,4053746.92896085,3644426.08941164,3686613.91728703,2959127.32960577,2801414.06264756,3179517.87181871,3835372.73909747,3659114.91764461,3554562.52317296,3055826.43556195
2028,3680612.65746826,2954359.87448154,4566175.29845167,3313906.53706785,2955209.9423176,3439189.93866062,4566175.29845167,3524678.63677677,4283294.71573685,3137668.1496463,3083618.50014333,4530528.01831841,4085569.00878869,3329828.46368471,3322860.27696683,2954359.87448154,3795119.50390721,3170103.01396276,4530903.42566827,4085774.0379719,4117999.72841213,3311955.18122076,3144284.63390329,3565085.14126855,4292749.60230092,4088873.41712309,3964132.37504075,3421449.01488576
2029,4051125.42180708,3258109.85139262,5012281.48379537,3650767.98828429,3259085.88906709,3789977.40581729,5012281.48379537,3876480.17153483,4711853.61258164,3453729.96786052,3399067.11980126,4983326.75786668,4507736.4757954,3663460.0046972,3645730.2397669,3258109.85139262,4170889.75092747,3476642.38946756,4983739.73709831,4507973.15631001,4526715.74081651,3648601.62820707,3472948.17723732,3933551.03783684,4727333.52048191,4496749.79022742,4351536.59578348,3769847.05252203
2030,4402537.28218332,3547179.93303793,5432965.38500999,3971264.53034183,3548294.84784598,4123557.33548179,5432965.38500999,4209795.0378784,5118030.63277318,3754245.75888223,3698828.73191178,5411798.09839953,4910299.88847845,3980045.15393732,3950746.50448416,3547179.93303793,4526175.08799316,3765136.8689578,5412248.31135176,4910577.21488402,4912750.52031534,3968886.70819279,3787005.65648258,4284519.72865174,5138672.60289996,4882769.52973448,4716850.43352155,4100787.55313536
2031,4735458.19352677,3821935.43808376,5829279.19493691,4275911.1354549,3823174.95731946,4440415.95175439,5829279.19493691,4525264.57430768,5502409.77519766,4039744.4514528,3983216.7041156,5816888.20947013,5293675.79049696,4280144.83165563,4238661.65146838,3821935.43808376,4861834.46145969,4036402.95586031,5817378.00278192,5294000.71127254,5277111.75797009,4273327.60639065,4086663.51604162,4618399.41425518,5527288.77769255,5247724.37921781,5060899.77189448,4414700.81761813
2032,5050526.33581141,4082793.45069397,6202359.5879085,4565228.5811498,4084153.15710242,4741026.35740547,6202359.5879085,4823559.6125561,5865673.41649179,4310751.86604932,4252594.83514894,6199538.09464984,5658340.77116402,4564292.66949075,4510291.43236062,4082793.45069397,5178684.39950202,4291202.04404879,6200073.4380332,5658718.26966592,5620670.62223398,4562444.65449573,4372190.40416135,4935627.49521992,5893889.72469096,5592461.4386052,5384524.44153604,4712067.63092052
2033,5348421.14915103,4330227.67660586,6561235.22821579,4839769.58452329,4331702.69414363,5025903.76680955,6553265.39560607,5105356.38073907,6208732.94020703,4567784.59552776,4507399.41314164,6560649.21435275,6004844.24109526,4833042.00315877,4766451.28659526,4330227.67660586,5477467.29071063,4530398.85955289,6561235.22821579,6005278.47668644,5944435.47424319,4836787.93246318,4643919.43600799,5236678.54077993,6239336.88638346,5917842.45473224,5688601.28211371,4993417.67438032
2034,5629495.71015748,4564476.41934159,6901337.08342181,5099730.074232,4566072.55240829,5295311.54711143,6882737.89498767,5370982.27462678,6532117.49509713,4811023.74483634,4747802.99494252,6900722.53539563,6333328.13198496,5086689.11891343,5007602.0745323,4564476.41934159,5758626.75279787,4754612.41604811,6901337.08342181,6333822.65995963,6249048.13048011,5096551.78563183,4901882.73169257,5521730.67478382,6564083.81884172,6224315.82618663,5973771.55139837,5259012.46428446
2035,5894108.40551707,4785791.57341075,7220982.25395177,5345303.59842354,4787517.03496467,5549512.87038294,7191544.26108299,5620750.67947857,6836310.37130181,5040665.548699,4974012.99107836,7220344.23847811,6643955.15174311,5325534.53978923,5234176.04098754,4785791.57341075,6022672.9195328,4964380.05093406,7220982.25395177,6644512.75715282,6535103.16673246,5341928.76139407,5146119.35563784,5790928.95135647,6868569.25292269,6512317.40334345,6240617.54898338,5509158.81616439
2036,6142947.36753277,4994691.78582587,7521153.06318831,5577016.44152628,4996544.17683449,5789062.45327658,7480774.261049,5855306.84530487,7122203.40170261,5257205.1993097,5186533.30409903,7520493.12960777,6937315.08886648,5550187.69232275,5446841.46272339,4994691.78582587,6270416.56770707,5160484.59585563,7521153.06318831,6937938.2380857,6803476.20925596,5573445.32813335,5377015.5013709,6044758.99118691,7153643.57135703,6782688.93095599,6489989.37175778,5744498.57701587
