"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,71419.4868888104,57092.0696968682,89718.4202632779,64744.6885315367,57111.7074386238,68433.1263779477,89718.4202632779,70614.2082924029,83165.3835869499,63367.6334599834,57866.4910775735,86795.2762124749,81235.8194770484,65395.0592636255,65747.3378515068,57092.0696968682,70412.8972837379,58471.716819769,86796.1449896039,81246.7020190194,77910.3018306734,64698.4673799699,62876.3250182229,70988.1137994425,78264.8693736835,78354.7257913352,75394.1876669588,68785.4987180233
2021,41405.1479804386,33326.6804021387,52259.1508631425,37601.3665005684,33369.4743593214,39560.0783871383,52259.1508631425,40675.3207730099,48734.6710880598,36907.0583476734,33326.6804021387,50141.8958677408,47468.2366321034,37820.8867968106,38206.0377192965,33357.325643701,40583.3029530418,33575.7277202972,50142.7300410898,47473.9157276883,45272.9616419859,37572.5398273042,36413.0486765348,41214.7287667624,45173.2896315255,45272.3646387519,43430.2232734473,39575.683231831
2022,30408.3090601692,24150.4735072848,38686.1877682733,27678.1039312438,24844.8599498497,28970.8808680634,38686.1877682733,29774.9262975597,36397.6018983416,27483.6835938897,24150.4735072848,36475.5457771779,35139.4443449235,27881.9954787286,28229.2268525482,24834.2600896661,29562.2654099823,24416.1028470726,36476.9089823026,35144.7016014159,33116.7297144538,27653.1924861805,26798.6338411588,30318.646980353,32814.373938097,32934.0772842338,31659.5637868457,28765.3392745838
2023,26537.2216109085,20615.1901187546,34063.8219647264,24268.1191985127,21979.7633600942,25194.8251113377,34063.8219647264,26030.0469123605,32413.6876795359,24525.5700923499,20615.1901187546,31442.7512205669,31015.6122302917,24472.3158554936,24878.8243996882,21969.4329491677,25539.1378598166,21063.3520380095,31444.7186336727,31021.7024486254,28596.7165795922,24243.9987830751,23502.1332414309,26460.5761677568,28065.4170486405,28369.3359481098,27378.2322591574,24875.2581719451
2024,24937.2723152056,18989.3322810896,32238.1681314057,22985.2577392044,20937.9661855284,23634.6851185402,32238.1681314057,24479.4283032815,30844.9541247025,23536.8998459478,18989.3322810896,29226.7131520728,29415.9291306034,23151.738068677,23539.2082669641,20927.7171299229,23848.5983841296,19572.0436047189,29228.9870615779,29422.522816545,26537.1971437358,22961.6815547248,22281.6379081422,24772.4223194594,25815.4992430894,26362.5526808114,25460.2187377856,23260.4489474803
2025,23922.5549388061,18021.7452046851,31028.3273883382,22254.4302481507,20414.1425041087,22713.7319278787,31028.3273883382,23325.1805575087,29652.0807870409,22833.7482145235,18021.7452046851,27794.6923646635,28478.0167291799,22382.2417661325,22483.9734463155,20404.0515222118,22864.2575321669,18646.3037009446,27797.2488706491,28483.9623035057,25173.255425382,22231.2527281257,21643.9222894893,23666.3852291931,24342.7155171792,25082.1660988769,24108.9102969482,22237.1308169541
2026,23000.0062089806,17274.8748460318,29840.3586231687,21536.7291235923,19910.6337602207,21941.1336900649,29840.3586231687,22106.7458016391,28466.5026560112,22046.8681101319,17274.8748460318,26602.6012171549,27676.3240126148,21707.5121576757,21438.3832878956,19900.9494211249,22026.5852060259,17835.1832842213,26605.3711259243,27681.8583570442,23966.1313088296,21515.361922231,21094.0387374644,22669.0626987301,23124.0214727365,23909.7413582746,22853.917642396,21269.2654033111
2027,22068.8141098232,16604.5733307527,28570.8354742736,20785.4359097956,19355.5540413728,21192.95696945,28570.8354742736,20822.8451094241,27196.6335108685,21152.2492911172,16604.5733307527,25492.7799627654,26886.8775486053,20967.9741757135,20349.9328285059,19346.173744615,21210.0316413322,17024.5570426327,25495.668217207,26892.5295397146,22807.4366445591,20766.1283484539,20501.6341491894,21683.5788988307,22003.3101427213,22759.0607935035,21546.9120070571,20304.6834231178
2028,21116.5669272248,15952.6108144214,27239.6525667314,20009.4068093452,18740.6616021544,20412.2576750511,27239.6525667314,19517.2145491561,25872.9105334569,20193.9380148847,15952.6108144214,24397.7265342511,26077.962621558,20154.323445647,19235.6481460766,18731.5012779811,20401.2321282585,16183.7338285893,24400.6105977366,26083.0044099176,21664.7123128146,19991.938657117,19848.4729882753,20693.7128349067,20921.9245365273,21631.2967248338,20219.2642716745,19338.455299254
2029,20149.8516754223,15300.7444925086,25868.4618625851,19219.7747333308,18077.9350550881,19603.1274785281,25868.4618625851,18226.9980206255,24516.3722896944,19196.6898008589,15300.7444925086,23285.3179324915,25251.4712146123,19295.2489053305,18121.720416854,18068.9365696469,19589.786625812,15335.1617586888,23288.1725433115,25254.6161138157,20532.8590617193,19204.7156453485,19150.2824857674,19698.5020538429,19859.5672516737,20526.3951660473,18901.9801536182,18371.454253757
2030,19246.7479256895,14543.6228744576,24574.0410432128,18491.2142967767,17442.0141668937,18836.9121789301,24574.0410432128,17038.8442919061,23246.1567684795,18252.7145100555,14693.9162007202,22238.4778918214,24490.9228339204,18472.9403781581,17092.5770481038,17433.1061593572,18824.2005090566,14543.6228744576,22241.2291690964,24492.7982441396,19488.349257133,18478.3843100005,18479.9720315967,18769.9396317657,18877.8872078178,19516.1718336954,17681.4471010563,17470.8582040869
