"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,69855.9696343518,55269.3627408587,87799.3051711105,62734.1210808426,55362.6771372524,63950.4720319902,87799.3051711105,67071.8267733255,78063.696913625,59830.9381775632,57309.3473987538,83584.2566141936,78140.4442913856,64738.2685534997,69128.3119585194,55269.3627408587,73655.8632648845,65749.3436386703,83617.3388860833,78257.9499550915,77497.0218756954,62500.3417711394,57899.042961641,65430.2767778347,78614.5266580945,79260.8483832154,75564.2217370143,65369.4361065115
2021,130232.151254386,103128.933502459,163381.360040585,116822.525921248,103309.580187314,119459.260989708,163381.360040585,125206.132807883,145436.81212987,111479.14236152,106809.973034992,155881.438341232,145929.195594812,120754.275322505,128539.529009986,103128.933502459,137106.330456259,122102.120954639,155949.079550522,146159.814446249,144181.199761375,116368.803767916,108191.681943903,122224.249694096,146504.569709536,147824.641962345,140741.898727597,122311.231141093
2022,185876.097892944,147311.798419689,232864.357472107,166624.003372488,147575.50413988,170761.424669981,232864.357472107,178936.2592004,207595.695136674,159069.158208284,152422.246314389,222603.87576978,208516.974553791,172342.285341769,182949.693261343,147311.798419689,195426.146140355,173596.126433227,222707.389513247,208855.541553633,205452.196446535,165961.446867167,154730.134058892,174717.10446574,209060.884213604,211000.385707935,200754.800881667,175067.015181012
2023,238330.948487573,188983.070925789,298380.294641053,213551.707929389,189326.157077836,219218.406523991,298380.294641053,229784.981466439,266321.297451556,204013.201520809,195348.16464261,285597.632517328,267546.512636465,220894.41328613,234000.900038785,188983.070925789,250284.989589524,221702.470280541,285737.934821875,267987.999564297,263057.497924343,212690.2047403,198755.781564327,224279.216835064,267928.716961713,270516.526065383,257341.115162399,225024.518021374
2024,287959.074576003,228438.118386582,360387.679662803,257980.471376529,228857.02756975,265151.439575053,360387.679662803,278068.629942688,321978.116936973,246624.264507876,235912.430231033,345263.11042081,323404.723450999,266754.642996599,282055.551872935,228438.118386582,302096.542153114,266816.326652055,345440.60676187,323944.06454932,317417.344664159,256930.16586341,240561.517294776,271243.884311993,323534.676550966,326783.138216329,310864.767438391,272467.623013068
2025,334859.285625904,265770.233538998,418972.190282163,300027.822265416,266261.280565993,308646.386849722,418972.190282163,323818.958415741,374629.425087363,286966.438170053,274218.399334173,401700.145809329,376215.25742902,310023.335556382,327218.582678882,265770.233538998,350994.276657005,309091.819457974,401914.753157406,376847.34297966,368670.790273747,298797.362183495,280218.970750152,315702.649626279,376017.998415234,379922.547839151,361389.726657794,317445.446666466
2026,379100.948350786,301047.52253725,474206.012581711,339768.357603093,301607.52438236,349753.515932767,474206.012581711,367059.501090823,424331.304424608,325091.473747961,310329.357366782,454970.867167843,426067.823720844,350777.868703333,369588.002069139,301047.52253725,397070.925247728,348648.657906844,455222.405615469,426787.543004812,416912.750605718,338366.979025464,317766.827295429,357716.841765948,425469.953374878,430016.812295827,408967.149001286,359977.73230174
2027,420770.112982002,334350.041425477,526193.460150779,377284.579410658,334975.678495751,388535.904234473,526193.460150779,407837.312566236,471169.979117655,361065.123509393,344318.647562589,505158.355496329,473072.422783155,389105.602520689,409281.831638369,334350.041425477,440431.154307286,385617.79997077,505446.765245,473873.970540693,462255.06885795,375721.268682493,353262.778472426,397356.595459957,471995.667073234,477158.856403837,453674.431925705,400109.528699136
2028,459975.888492592,365774.570133079,575072.099305011,412675.045159196,366462.66365146,425077.085770433,575072.099305011,446228.484914444,515262.221262706,394972.988233339,376270.852210283,552376.731334212,517366.23102427,425114.324740401,446438.095882788,365774.570133079,481199.189507432,420145.01820403,552702.07325527,518244.423079079,504830.711367193,410958.551027476,386786.460901795,434712.618999894,515723.647054669,521470.795266234,495617.822867032,437914.507163069
2029,496845.160968703,395428.942893876,621003.37833044,446047.257678164,396175.939202008,459483.785925341,621003.37833044,482327.140921297,556746.67398987,426914.802720089,406284.106889481,596771.377211918,559109.171051367,458928.428099721,481202.018531723,395428.942893876,519515.405397961,452385.890190521,597132.429174506,560059.163026549,544790.766513834,444186.139553441,418433.422112947,469892.19618295,556800.92229862,563096.646019792,534925.611655843,473487.408645307
2030,531513.052063847,423421.024990167,664161.90626641,477520.504534323,424223.102493429,491870.546298896,664161.90626641,516237.911767302,595774.087942297,456999.018732498,434464.55197147,638496.657837481,598471.085836899,490680.911260477,513723.756449809,423421.024990167,555525.589541922,482499.336147821,638891.862188217,599488.164378342,582291.262207775,475523.057839296,448305.460454888,503013.113166626,595381.755124932,602184.495363249,571739.383045703,506937.755755941
2031,564119.543459322,449861.493728436,704723.825279576,507218.531968144,450715.920892882,522359.828057071,704723.825279576,548078.694227389,632501.643776399,485339.688092553,460924.809021624,677712.863736555,635626.720734138,520508.567338665,544159.059769415,449861.493728436,589378.340169122,510638.384497945,678140.524337458,636706.387737699,617483.811097564,505092.759605441,476515.93532702,534198.783842959,631620.764656896,638890.458737943,606203.101299922,538387.688550235
