"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,4398.08119770811,3375.30495824445,5866.27445776644,3922.31630444565,3376.77542528648,3913.27613575041,5866.27445776644,4245.43395173353,5178.96174749534,3794.83827010908,3526.01306211369,5432.43296274971,4790.08111355198,3946.1003676172,4361.62359375932,3375.30495824445,4653.06499626682,4090.9186757538,5432.59320768286,4787.89811112835,5010.85848281512,3919.25238261807,3511.63442618202,4012.87738177017,4989.73430882607,4948.87873618164,4878.32545309122,3986.56142976345
2021,15442.9040912169,11878.8852105056,20461.3151608258,13821.9921775269,11883.780042394,13788.2387570727,20461.3151608258,14939.9670440944,18151.7289222809,13317.0627447906,12445.1367728397,19057.7075314827,16815.8068050942,13826.2659705246,15133.5282357271,11878.8852105056,16327.9313775857,14224.4371321782,19059.4273246891,16811.8119716905,17579.509576383,13811.6344100319,12409.0815349523,14160.1230885345,17614.4365849905,17389.4519671218,17123.8289071892,14039.5130299169
2022,28296.8499973443,21769.893103242,37460.7316469877,25334.8759355088,21778.3472940162,25309.5448300676,37460.7316469877,27444.3178117518,33273.7358163678,24417.9294484956,22819.8819692756,34957.2150415299,30827.5858614205,25275.3794261653,27541.9021873966,21769.893103242,29863.8657877269,25833.8517916028,34960.9189743301,30822.9363532488,32182.9864782872,25315.3674661424,22816.3540432848,26032.5227433724,32344.9884061954,31864.5117959267,31357.6939293769,25813.9117918887
2023,41317.2097629914,31838.6330753215,54570.2426829531,37003.719763663,31850.8781381311,37008.1946077878,54570.2426829531,40091.1776107746,48593.2617271165,35618.9869339444,33385.6580210784,51089.4877965528,45077.2706073183,36832.6438774303,39915.7755567458,31838.6330753215,43519.442553974,37457.7618318443,51094.9786916803,45072.772943777,46976.8104348108,36974.4361532033,33409.3558443545,38158.493967295,47405.2702807666,46523.5674559547,45692.2482639435,37769.1752543629
2024,54130.7852359385,41804.3765550402,71291.1100205167,48481.6720895548,41820.2099422576,48539.9677197176,71291.1100205167,52506.0486281411,63682.0897619717,46609.4573087978,43823.3410021532,66980.099541578,59177.5362140372,48165.0916963858,51944.1636188662,41804.3765550402,56897.3002666621,48780.1472187137,66988.30957849,59173.5695419893,61538.2732398217,48441.6642795286,43884.8275707977,50186.0519926965,62340.0120820115,60937.0716757066,59715.2501877695,49561.9891652578
2025,66693.4335041522,51634.4157579134,87590.5611165715,59731.0531373221,51654.5680677494,59856.1162336232,87590.5611165715,64661.419188795,78497.2194113258,57377.1265605691,54084.7157719801,82548.7426096382,73078.4897221943,59242.1540554282,63626.3167621244,51634.4157579134,69944.9751656673,59772.4551797432,82560.6309528318,73075.6450510171,75797.3743944759,59680.7395635625,54215.7986718716,62066.4084592267,77058.5979061875,75039.4145034464,73389.9632414765,61150.9361190632
2026,79037.0416526888,61354.0632913386,103517.026896178,70791.4067070014,61378.658937924,70991.1160229578,103517.026896178,76589.5308043195,93065.2764233794,67957.8028868729,64193.2466966223,97820.9767869889,86818.4819673882,70097.5624970216,75009.0003966073,61354.0632913386,82696.3794780304,70469.3884385017,97835.0878984875,86817.2330810322,89777.560544981,70730.698721154,64445.4075802604,73819.662871659,91571.2540561259,88859.1887246568,86747.0126647883,72573.0169429419
2027,91206.1617935997,70996.9396544489,119127.964415516,81712.5291275289,71026.3523923257,81993.3768945578,119127.964415516,88335.5327925657,107425.415660562,78397.3323945737,74183.0002758566,112841.941339892,100449.481637886,80777.0920807607,86144.2564518931,70996.9396544489,95203.2557477625,80912.5915442275,112860.597346032,100449.602791306,103515.452293022,81641.2773430306,74621.7253625697,85485.5992714309,105900.276472506,102448.135144496,99829.7607896322,83874.5556156097
2028,103240.227310902,80585.1449854103,134467.226302596,92539.4376960163,80619.715854207,92907.4209340006,134467.226302596,99936.9881697529,121612.225616341,88736.6006404772,84089.9985029588,127658.641365968,114014.440837337,91326.0871967578,97077.6884510272,80585.1449854103,107514.055613609,91139.3997095521,127681.028059563,114016.714169995,117049.902558306,92457.4181307676,84781.442314289,97100.3936503553,120068.282588576,115852.364526319,112678.034044897,95095.030853464
2029,115168.701127243,90133.7561409709,149571.937757821,103311.781684263,90174.3174162967,103762.797411046,149571.937757821,111424.227393808,135646.154042787,99007.5718133794,93941.8866381662,142301.048697185,127543.27394519,101776.335407706,107845.503759257,90133.7561409709,119667.342098755,101180.232301849,142328.769448933,127547.981683028,130410.806356212,103219.459271714,94952.4291238843,108690.501292459,134089.93955575,129104.20374744,125319.95460241,106265.316590759
