"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,5.92416711726108,5.71827990758871,6.26299915188681,5.88437735094337,5.7487349268216,5.76637194585518,6.26299915188682,5.95288420863562,6.22152371247394,5.96430956442641,5.79599271772509,6.10271286043959,5.77601684079862,5.74526697937523,5.9349944464934,5.75551894259616,5.9419342079991,5.8575362408238,6.10061465511568,5.76536723101501,6.07318775011805,5.90074726073337,5.71827990758873,5.7786507976685,5.96827751494668,5.87684927320196,6.06435974927862,5.74796927645424
"2",2021,10.6293837392655,10.2063351263452,11.254470015612,10.6008470414767,10.3367909631531,10.3682925983538,11.1515298515607,10.6812767799332,11.1177065631382,10.6920811630427,10.4564719924163,10.9152756367812,10.3529620256924,10.2938564749107,10.5539262600627,10.3492032156407,10.6626704036577,10.4546418459099,10.9119347433807,10.3361149308664,10.8890362662826,10.6306665066615,10.3097907041579,10.4030580599748,10.753995307526,10.5461723975118,10.8684458622972,10.3168960096101
"3",2022,13.2788949163605,12.7880635624511,14.1181911061938,13.2513658986759,12.9114138410539,12.9603280661694,13.9130318100745,13.3513544400949,13.8691573872586,13.3612583551988,13.0745509402005,13.6267058492796,12.9317412065498,12.8413456717332,13.1367675165887,12.92717924773,13.3090299965135,13.0056259029931,13.6224773882085,12.911792532447,13.5974704987875,13.2883757972043,12.9028416252029,13.02003798304,13.4527083681472,13.1730161393604,13.5638485774796,12.9020327386444
"4",2023,14.8772871903149,14.3385353782046,15.8473448751482,14.8525882641174,14.4824819196784,14.5253370750041,15.5475148047101,14.9388504198564,15.5170134103341,14.9476737763988,14.6793597185004,15.2595412428759,14.5007946036259,14.3719053073145,14.6533374272847,14.5002125166818,14.8959955846056,14.5347759453647,15.2545675596775,14.4791353694381,15.2380305992719,14.8937776864661,14.4721574839123,14.6231158335974,15.1195719907752,14.7573727323247,15.1627637391053,14.4532685315091
"5",2024,15.9586669232737,15.3850653088582,17.0122799271087,15.9315346275269,15.5601432712935,15.5828042242046,16.628670885811,15.9934291267766,16.627305851676,16.0056032775693,15.7781949503326,16.3613839590442,15.5777597623905,15.4015725461193,15.65910673311,15.5792797515089,15.9601480378447,15.5647308680198,16.3560107942379,15.5549863900924,16.3538435352401,15.975200231255,15.5373904319733,15.7251626991364,16.2719866283138,15.8274349725241,16.2255602854039,15.4983062978686
"6",2025,16.775076494177,16.1759247884427,17.8875815594234,16.7416278915566,16.3856012558284,16.378363088721,17.431107683024,16.7804505132167,17.4659583843451,16.799403352161,16.6144068158167,17.1876571793604,16.4028300087704,16.1761879015565,16.4110807206458,16.4055854852873,16.7536761019692,16.3388880727458,17.1820869715387,16.3793049381366,17.1966667701884,16.7872591167128,16.3472747351833,16.5699288089457,17.1542318279906,16.6308919653411,17.0172923094222,16.2856876390307
"7",2026,17.4495553306999,16.8328561428797,18.6046384089752,17.4089905735714,17.0764426941406,17.0353817589205,18.0848658330772,17.4257298622949,18.1585407085814,17.453617127842,17.3099362636668,17.8647387633454,17.0945242143581,16.8149455726517,17.0291255713823,17.0971246977784,17.4009016276086,16.9753554702997,17.8587083741179,17.0704365416842,17.8908472336453,17.4561846880019,17.0257494637971,17.27640090857,17.8882904115854,17.2901651814399,17.6635529847402,16.9387211680965
"8",2027,18.0459487981302,17.4180530057215,19.2312936205509,17.9991485489862,17.6935445246169,17.6185307214774,18.6560264820799,17.9945155914489,18.7693256542092,18.0328412385824,17.9282086379455,18.4585058217085,17.7142374850663,17.3800896104537,17.5743041634254,17.7147761324586,17.967107874099,17.5346825180755,18.4523685072095,17.6896209121497,18.5004580833096,18.0476676651529,17.6361101308499,17.9079208815267,18.5367903464328,17.8702292661633,18.2290199875193,17.5208800784667
"9",2028,18.598892111427,17.9659481543455,19.8041302963083,18.5478875606732,18.2682064867002,18.1632564128672,19.179365899672,18.5217110371815,19.3329742326367,18.5721458989495,18.505093380254,19.0055596368047,18.2946392850699,17.9062167277643,18.079585146245,18.2898978914597,18.4881589630315,18.0497893946522,18.9991456447447,18.2696440694886,19.0612117391453,18.5975761633029,18.2114288434288,18.4990711394858,19.1341418481078,18.4062860754376,18.7489257856782,18.0662449040032
"10",2029,19.1276052500336,18.4954054983412,20.3445738108885,19.076065766807,18.8177530263183,18.6882792094399,19.674680744844,19.0271652025683,19.8680953404431,19.0911143331851,19.0606575808754,19.5254007645846,18.8532852857826,18.4119257070665,18.5635782552648,18.8397261998421,18.9841899425106,18.5392813415302,19.5189109838239,18.8279536675882,19.5931218485374,19.1269365269111,18.7699326945333,19.069010851162,19.6995390325013,18.9175201014822,19.2426389028955,18.5938734795097
