"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,6534292.62127314,5284914.00532016,7350705.60074832,6371718.07309896,6485442.02142577,7180183.14884787,6157306.1582328,7048903.61945664,6763474.03205897,6500765.45306593,7147714.73555607,6827172.79480993,6395499.0398738,6342206.07121858,5350745.84934841,6482049.94677075,6135963.88745424,5229786.0347567,6827754.13332204,6397955.1652552,6192447.62570417,6363278.11988863,7256637.51020923,6949374.15333568,6556185.31096636,6336445.19708871,6642745.85791202,7444333.2824786
"2",2021,12980416.2428099,10481017.9632499,14621637.8531858,12665415.419105,12888783.8877219,14266914.5118741,12221166.4656668,14010695.1509395,13434102.9003098,12926374.8020784,14209248.7498394,13556915.9836233,12704247.8682313,12591786.3761458,10621926.0961232,12882029.1473827,12181759.4756239,10376563.0929662,13558170.9867249,12709205.2106608,12291040.9699433,12648560.820235,14431131.3052492,13807009.6210053,13015868.1524831,12576788.8048371,13189975.1491538,14800220.7977969
"3",2022,19348471.6511738,15595136.1067065,21824383.9729439,18894094.3741081,19222990.4055472,21273550.5860388,18195523.6509325,20899537.820854,20020342.6742729,19290896.2138001,21200542.9924217,20196619.6527005,18934844.1169228,18757583.7884155,15818386.9387395,19212920.219297,18145113.9290175,15444809.7384027,20198642.0528088,18942303.2114038,18301421.6287313,18868908.6268877,21540907.8870621,20585327.3169995,19386575.0985656,18727792.9202253,19650219.4670557,22083396.3389492
"4",2023,25634329.6997606,20625086.2650864,28952971.9020965,25054392.6611055,25484293.5204086,28195929.0757444,24076084.0149721,27711505.5533812,26517204.8977824,25590851.007824,28117680.0177044,26740971.0222407,25082607.397559,24836128.1178686,20936988.9530101,25470965.4453236,24022323.8272738,20431554.876464,26743844.2322119,25092541.6289597,24219229.7946344,25020997.587022,28582121.3248796,27280030.9758241,25663264.8166056,24785195.3182986,26019295.9291317,29289279.278246
"5",2024,31834563.1038063,25568951.3197085,36003047.7655484,31143466.4231578,31669688.5207381,35030764.1123853,29858790.1415529,34442732.6575487,32919928.30718,31822618.785516,34957772.4212305,33185668.3672191,31143629.1520982,30824845.6002385,25974788.5467434,31653170.8574873,29810566.1304474,25334718.3610686,33189464.1300971,31155993.4199575,30041171.4364738,31102009.2610205,35551136.6409338,33887822.759709,31842588.2649746,30745760.8615846,32293483.2667735,36413790.1847124
"6",2025,37947531.1943825,30426409.2764312,42972231.1093702,37159718.7240711,37777536.0820074,41776412.824688,35541701.0978321,41090871.3884961,39225945.4021086,37984031.601533,41719449.1705128,39528801.3005206,37116016.5700172,36722916.8223592,30930599.2182268,37757903.7801315,35508799.2626064,30153932.730983,39533579.7502721,37130753.6793091,35766038.1933488,37110366.9852429,42445730.0620821,40407225.7670792,37923328.376579,36608313.5778272,38470989.1068515,43454482.7412503
"7",2026,43973103.2926423,35198704.1771773,49859556.9864715,43102700.1150168,43807375.2301654,48432607.8056821,41124865.462238,47655028.0265121,45434596.3109536,44074143.0338164,48402344.1358349,45770377.2284638,42999623.484182,42530909.9308543,35804823.8112951,43784706.2724173,41117535.0888756,34890373.189988,45776187.9814608,43016668.4072378,41394309.5840117,43045642.8128471,49264895.1450934,46838030.9186484,43905991.4455593,42373321.2841654,44551748.6726179,50410366.4926965
"8",2027,49912097.4261172,39887957.4714567,56664846.6155246,48972713.1966746,49759458.4698061,54999866.5030656,46609687.3257843,54135283.0642391,51546528.2122537,50092763.0885986,55006667.3858305,51911581.9394014,48795455.9274895,48250179.449356,40598892.0650058,49733832.0346467,46638219.9837866,39546071.8747768,51918462.4175091,48814739.2956961,46927659.3177418,48908143.9141888,56008281.4614036,53180833.4873375,49792122.2193197,48042340.4974214,50536874.6584365,57281271.1639742
"9",2028,55765828.9565838,44496711.3455623,63388310.5964451,54770399.4962574,55634402.2872483,61479082.4181487,51998374.0884211,60532264.2797209,57563168.9481826,56040092.1490382,61532900.6653282,57954258.4725008,54505087.7055333,53882452.9578877,45314790.4505518,55605896.4555142,52072757.7196664,44123464.1968095,57962240.1849228,54526537.7718915,52368371.4310557,54698509.2595505,62675846.7481817,59436648.5871058,55583852.5838264,53617507.5879831,56428169.2724308,64067457.8443597
"10",2029,61535785.3626014,49027643.3356134,70030298.6489975,60496458.4333182,61432883.2610967,67871247.5044465,57293505.586309,66846792.3371797,63486317.0553321,61916469.2866238,67981522.988318,63900606.0052851,60130265.2301952,59429546.3474536,49954660.5131899,61401578.6622124,57423196.114349,48625071.3009178,63909712.8676794,60153807.3855463,57718962.3151778,60417433.5786584,69267613.4961294,65606632.1543807,61283541.2084507,59101194.3118547,62227745.0743462,70769353.8071877
"11",2030,67223369.2472575,53483326.9347094,76591055.6625938,66151456.4294231,67155395.952544,74177276.5030902,62497718.7593749,73079613.6627325,69317841.2834917,67722156.5397327,74352872.1978727,69752766.5029961,65672680.0163132,64893198.319735,54520543.5373539,67121378.8900941,62691387.3273077,53053310.030861,69763017.3433056,65698242.5524048,62981872.3278602,66065477.8914103,75783505.9166149,71691843.9902134,66893455.1450161,64495638.634477,67937742.2156834,77387305.9942085
"12",2031,72829740.8246594,57865982.2167932,83070618.515898,71735732.3904299,72802191.9725173,80397838.2581157,67613408.4015968,79231314.4304488,75059459.1184237,73457224.8397096,80647034.4428296,75512596.6449007,71133789.9827719,70274908.2079729,59014276.665371,72765541.6390163,67878926.5756458,57410270.1131615,75524005.6686375,71161306.0567966,68159201.1429347,71642972.2935643,82223212.1672481,77693093.6679311,72415584.9897975,69802850.1294398,73560046.5787954,83921465.8312784
"13",2032,78355724.7274169,62177405.2403823,89468756.8616177,77249326.9236235,78373186.58166,86533275.6989027,72642573.2750313,85302188.1069736,80712556.2595652,79121465.9435174,86863788.8001124,81181618.4564159,76514707.0464563,75575780.9811413,63437332.4818971,78333974.3868008,72987050.4409323,61697626.9114684,81194195.7259044,76544115.3782807,73252713.0558402,77149947.2889719,88586130.8621899,83610875.3061475,77851494.4857474,75024488.545588,79096244.8856385,90371718.1270934
"14",2033,83801789.1786262,66418937.5227725,95784919.345108,82691952.9390191,83867969.2515668,92583597.5323211,77586853.54375,91292207.3992888,86278058.4273659,84714369.3744314,93002596.0444676,86761029.3864633,81816164.5198687,80796551.1591986,67790817.9793122,83826261.2085467,78016652.6441139,65916607.0169197,86774781.314758,81847409.5025198,78263742.6035517,82586105.5442484,94871344.6377293,89445336.7793937,83202356.5248226,80161844.9514932,84547508.0170234,96737648.5152981
"15",2034,89168046.7903133,70591528.2377402,102018230.734615,88062982.0811609,89285866.7066698,98548474.277873,82447431.5104457,97201016.7256906,91756561.3676604,90235122.7939983,99062582.8633216,92251618.5591511,87038500.2287959,85937591.7509099,72075501.6537814,89241724.4011274,82968268.8984984,70068057.3815373,92266548.3892439,87071531.7500182,83193231.2655429,87950808.9234208,101077617.982233,95196288.4986448,88468922.650227,85215835.4904401,89914632.0930092,103018521.520315
"16",2035,94454255.141593,74695788.4460979,108167494.117147,93361460.6668495,94625913.0128507,104427251.194264,87225091.9182061,103027939.342931,97148255.0294094,95682617.2150591,105042542.92196,97653764.6771892,92181654.0007213,90998928.3195275,76291799.4577815,94579394.2346644,87842052.9284647,74152484.819723,97669877.7636795,92216427.1226282,88041741.1568308,93243094.6649048,107203403.794729,100863212.127605,93651517.1581806,90187001.2759726,95198040.6064775,109213278.783828
"17",2036,99659839.5426603,78731985.6136553,114231202.476067,98586136.2662401,99886872.1521241,110218956.928949,91920223.0185269,108771990.681069,102452957.929082,101055454.520295,110940964.096629,102967501.676666,97245184.3184741,95980239.120752,80439806.808262,99838031.4217032,92637816.7986066,78170062.5900639,102984796.422053,97281658.7217059,92809493.5225004,98461701.9959365,113246867.831684,106445271.408979,98750086.1418573,95075515.1350249,100397791.351189,115320548.794952
"18",2037,104783936.981336,82700088.1024238,120207596.607179,103735504.4154,105067288.590718,115922351.230558,96532854.8735351,114431905.299175,107670184.540759,106351989.615451,116756082.959779,108192549.095902,102228298.569088,100880924.503112,84519324.9073181,105016177.875026,97355078.2522916,82120674.0954267,108211022.169322,102266438.095489,97496377.475444,103605118.919405,119205930.658993,111941345.57831,103764267.697484,99881226.7637872,105513629.289273,121338695.784789
