"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,6534292.62127314,5284914.00532016,7350705.60074832,6371718.07309896,6485442.02142577,7180183.14884787,6157306.1582328,7048903.61945664,6763474.03205897,6500765.45306593,7147714.73555607,6827172.79480993,6395499.0398738,6342206.07121858,5350745.84934841,6482049.94677075,6135963.88745424,5229786.0347567,6827754.13332204,6397955.1652552,6192447.62570417,6363278.11988863,7256637.51020923,6949374.15333568,6556185.31096636,6336445.19708871,6642745.85791202,7444333.2824786
"2",2021,6412784.78706158,5166332.06002344,7234985.87620732,6264868.35876103,6376797.55750183,7056048.31139868,6021230.27967237,6930748.67837553,6631595.57447031,6397017.89780323,7034670.36301954,6689747.89977771,6272616.62236594,6217739.36127982,5236445.81939148,6373480.50391542,6011643.67530107,5113906.55085284,6690397.10546722,6275028.09262066,6060064.59432728,6256592.93827348,7148212.53908856,6826433.87492851,6422880.75509832,6203517.57087175,6510576.48397875,7326167.35011785
"3",2022,6307153.59479567,5058538.09497677,7140081.93755402,6175742.61129883,6285881.02925154,6950595.81015968,5896400.57312164,6831517.23007588,6514617.24747173,6312032.11304134,6942464.69405129,6566512.05005419,6164454.1336239,6108045.220111,5133522.91359142,6282640.99736502,5900965.31119746,5008997.85245202,6567254.41893555,6166819.4640898,5940171.3143716,6167629.7241863,7061489.74727748,6721220.88818916,6303592.94005826,6083489.19535439,6393049.19233935,7228672.33457058
"4",2023,6204090.46288588,4955059.08769558,7046516.21840581,6088873.56188524,6196838.07883316,6847180.62572607,5774947.52790858,6734072.07688609,6400037.23430099,6228876.72049434,6852219.65553871,6445897.72633713,6058952.4722555,6001524.45961408,5034285.3587318,6193684.16140603,5793598.92471184,4908290.29248225,6446722.08551004,6061265.2884197,5823889.86387161,6080933.78341883,6975987.64871714,6618224.57299045,6187361.89788658,5966737.07344496,6278467.26731135,7132354.85162284
"5",2024,6103998.27775428,4856119.93060567,6954596.54542516,6004521.31461579,6109883.67699346,6746207.302026,5657448.30610694,6638817.77897259,6288399.27523652,6147790.51984644,6764149.12062002,6328551.84121724,5956645.12283165,5898512.09667417,4939055.38700326,6106809.33692673,5689925.80889796,4812036.51591683,6329447.80993019,5958901.50299875,5711704.9248631,5996759.60503252,6891983.68982025,6517849.58237423,6074703.95121784,5853790.89593247,6167336.83201603,7037604.43395888
"6",2025,6006969.50192913,4761724.57268475,6864434.11687751,5922666.78167957,6024971.03770744,6647771.99492285,5544167.43203219,6545835.77633923,6179924.17678376,6068720.09492145,6678206.84886317,6214743.46784449,5857696.34018889,5799048.96262873,4847856.69852493,6021979.91129691,5589990.56524779,4720218.48069304,6215699.17319843,5859892.21681981,5603725.59822329,5915083.93077874,6809478.84326363,6420191.73416016,5965807.55908274,5744826.92932128,6059844.1821412,6944583.60112342
"7",2026,5912875.64823688,4671598.80337861,6775895.38281222,5843099.33537543,5941909.33176559,6551751.76586237,5435095.79701913,6455003.42921524,6074617.15645368,5991457.4455807,6594179.32208841,6104491.31347812,5761984.64133381,5702950.61635564,4760478.08900944,5938994.71943675,5493615.46425835,4632556.38639648,6105494.38588566,5764121.56979489,5499840.66868754,5835693.11060013,6728311.14693474,6325133.17745738,5860614.77299845,5639752.11423608,5955942.409938,6853218.16500396
"8",2027,5821440.73182179,4585372.49866158,6688730.80929463,5765484.87185265,5860426.82282497,6457900.21927163,5330051.26063033,6366116.38457344,5972313.83491285,5915683.3451321,6511684.33002089,5997615.45526331,5669225.48421671,5609913.33021441,4676591.30433338,5857587.01159577,5400489.99749724,4548662.80840306,5998652.46219169,5671302.04451339,5399733.45228483,5758250.18590582,6648199.31679728,6232344.41070959,5758845.85225643,5538309.51110286,5855397.04542637,6763291.28898185
"9",2028,5732293.4443914,4502581.25541943,6602626.96634438,5689390.09762862,5780172.58881366,6365842.52350477,5228663.43359204,6278883.99383539,5872736.75452895,5841036.1895423,6430340.71477816,5893770.34435142,5579021.75125894,5519516.1194542,4595809.12035539,5777405.34248202,5310226.1349439,4468071.32993387,5894863.89019205,5581036.12976758,5303014.53096147,5682327.48212593,6568787.37596546,6141462.26322654,5660066.19068466,5440114.74389119,5757897.02045143,6674505.55248502
"10",2029,5645014.61553417,4422788.50990621,6517212.88316023,5614362.41582687,5700706.88048812,6275154.28829854,5130461.70363897,6192943.09437945,5775518.00740473,5767122.79982807,6349719.28339434,5792590.35851241,5490917.16478843,5431342.44968327,4517694.38043337,5698009.52293965,5222367.36858,4390337.25229896,5793722.05274979,5492870.19691201,5209272.24063219,5607460.29042502,6489659.0431411,6052067.37625856,5563874.07711263,5344764.8434528,5663063.07447077,6586510.00663397
"11",2030,5559152.05686206,4345588.14426383,6432096.09618355,5539937.18611563,5621630.96119904,6185391.1637178,5034987.75952147,6107877.41065534,5680174.58982777,5693526.68189833,6269376.76462281,5693633.51540678,5404437.36835168,5344920.54067357,4441711.89506533,5619000.65786399,5136444.80079717,4314996.90042616,5694804.31344086,5406333.23132591,5118047.90554115,5533192.74007684,6410390.09541993,5963705.73202439,5469791.1777319,5251771.99290291,5570422.20384122,6498917.39401576
"12",2031,5474256.29352133,4270418.70073862,6346874.21028817,5465678.85616272,5542565.8903058,6096127.62507603,4941774.39089564,6023279.74258893,5586246.65563435,5619852.22481333,6188887.21561748,5596452.37703156,5319109.47913076,5259770.3808085,4367395.3755765,5540011.35385405,5051976.66722623,4241528.6280375,5597641.53043441,5320953.47496136,5028800.25686458,5459085.28749242,6330566.85220279,5875916.98890558,5377346.86029464,5160661.75703342,5479502.84518817,6411344.51582488
"13",2032,5389900.86272544,4196765.71844581,6261167.39724269,5391182.98555515,5463160.90915977,6006951.782161,4850362.18823977,5938765.4091398,5493307.13372323,5545710.18730835,6107843.79177908,5500587.30911178,5234477.05330782,5175457.26242597,4294293.41261961,5460669.12428545,4968516.18202781,4169453.52442772,5501792.80699408,5236274.56123807,4941047.29988356,5384732.00769816,6249801.28441939,5788274.95355448,5286110.44156338,5070972.25385386,5389866.64227625,6323409.25239103
"14",2033,5305697.23102582,4124210.36991487,6174616.08026798,5316079.5641887,5383077.09042779,5917460.93712791,4760337.26107522,5853963.92665993,5400969.06851385,5470747.85848938,6025897.35981126,5405608.07413868,5150111.77020736,5091576.09542219,4222006.79827941,5380639.59040391,4885660.35207999,4098363.57877955,5406841.2266364,5151867.78638689,4854359.20578821,5309762.77354213,6167745.83666531,5700423.6992005,5195709.36173317,4982274.70656552,5301106.65473328,6234754.08421047
"15",2034,5221291.23109809,4052360.36130372,6086909.41279477,5240036.12453437,5302033.51059171,5827324.65868595,4671307.23861682,5768536.97707655,5308879.53315401,5394654.79452328,5942743.71661278,5311148.18672678,5065621.75207983,5007762.28847644,4150161.52192519,5299648.70592337,4803050.77180923,4027875.28375478,5312397.33940469,5067340.74445171,4768314.63864654,5233845.637695,6084091.16092549,5612012.1335175,5105743.73662484,4894170.74229354,5212839.06988071,6145065.67885834
"16",2035,5136367.00964759,3980882.11729874,5997790.92347635,5162754.75687212,5219798.44609363,5736215.55655253,4582850.94492234,5682175.48413283,5216723.42792741,5317162.99134804,5858105.94969294,5216870.74099511,4980656.99794361,4923680.40900529,4078434.76399307,5217464.98327438,4720366.35039659,3957661.86536835,5218126.63208089,4982342.85703765,4682544.72349499,5156683.48626198,5998565.95095388,5522733.72820982,5015877.67303406,4806314.68449562,5124734.95925328,6054062.7232908
"17",2036,5050637.04210526,3909491.54970744,5906997.68622504,5083964.57315269,5136152.11499023,5643864.27507798,4494632.30060011,5594609.45266549,5124186.59991375,5238040.26696268,5771733.35792968,5122409.35735012,4894897.32285845,4839033.98350775,4006537.05712083,5133872.92616206,4637310.09777308,3887440.60027288,5123665.44770057,4896553.3287758,4596728.30082314,5078006.33372617,5910937.66234641,5432310.37975255,4925808.60961341,4718409.53302462,5036478.83850421,5961497.20581688
"18",2037,4963869.11097268,3837945.63036937,5814350.30814414,5003470.25780762,5050915.74050531,5550055.66894938,4406378.78000826,5505619.9341132,5030994.83058206,5157102.57939146,5683416.72184983,5027516.81118182,4808025.06823583,4753600.2633942,3934234.4519122,5048684.50348977,4553626.58491926,3816979.71568787,5028768.41710543,4809654.20149925,4510603.33164117,4997615.35294885,5821026.65264952,5340542.82203438,4835284.79938382,4630201.65022167,4947821.68636825,5867168.85444917
"19",2038,4875905.72630558,3766055.31143358,5719723.86154685,4921105.574858,4963997.14284851,5454650.79463934,4317885.56692114,5415068.2939963,4936972.14131247,5074240.52120147,5593044.55672152,4931991.01592441,4719818.87219817,4667223.05362126,3861378.68289342,4961816.21526612,4469149.57495123,3746097.22162841,4933234.8577538,4721423.52194485,4424026.31816201,4915341.72920075,5728736.71250048,5247305.86703643,4744151.17207646,4541493.523687,4858567.11628326,5770945.88142354
"20",2039,4786685.38832381,3693721.81214866,5623087.21873632,4836817.74889976,4875389.99466541,5357619.20994888,4229035.09973321,5322908.72525498,4842047.23189988,4989429.65933891,5500598.45967619,4835742.93996615,4630225.55044905,4579817.18742758,3787891.17666192,4873263.25316621,4383805.11694568,3674700.11202838,4836976.72909621,4631807.51988848,4336925.28277463,4831136.30032217,5634014.50953518,5152567.81838021,4652316.14190507,4452177.78238933,4768607.76471935,5672794.50455445
"21",2040,4696238.97363668,3620914.00576279,5524517.81978363,4750663.3506832,4785177.09220888,5259019.07133599,4139814.15953824,5229182.11825866,4746219.50236563,4902722.50580531,5406148.29860113,4738770.85371582,4539320.26601339,4491400.33521082,3713743.56792363,4783097.32513332,4297600.09660975,3602765.49094809,4739993.0813439,4540880.78100027,4249289.20579536,4745068.7146287,5536929.08492903,5056374.6159511,4559786.58074507,4362244.21356668,4677940.08007846,5572780.37746943
"22",2041,4604663.97402185,3547658.46475772,5424154.51654566,4662804.90339325,4693490.55083478,5158981.3901808,4050247.73365689,5133993.99760598,4649581.13032897,4814252.46473546,5309850.07392047,4641136.62012007,4447218.4549985,4402059.52764071,3638970.69245982,4691460.65762961,4210600.72798329,3530323.51840169,4642346.24490622,4448758.35179757,4161127.10807096,4657299.72287053,5437658.87340165,4958835.16605,4466643.23847952,4271752.62352129,4586612.45448636,5471042.69311581
"23",2042,4512109.25657,3474032.39563365,5322229.63168571,4573443.88043553,4600524.98059016,5057692.10710609,3960428.36672914,5037510.70979878,4552252.28178834,4724206.01771469,5211920.11476441,4542955.94164276,4354031.77110311,4311932.46906537,3563666.00062197,4598540.02514047,4122915.56909382,3457458.44775409,4544152.18312881,4355551.49350852,4072554.31066647,4568022.62519163,5336437.01802944,4860128.4177635,4373016.34442641,4180815.82429854,4494744.03477654,5367790.36253447
"24",2043,4418759.39782037,3400145.63122828,5218975.24279622,4482779.55748729,4506503.45903708,4955373.84478601,3870477.91373195,4939940.60850515,4454412.6321974,4632812.74773767,5112609.62004433,4444391.50251965,4259952.63437168,4221190.89563313,3487945.55458915,4504560.01972066,4034661.51725884,3384283.69509866,4445573.79238124,4261452.39405763,3983695.84895956,4477439.51424166,5233567.7843078,4760466.61212246,4279064.02521387,4089570.04930748,4402480.63875446,5263266.02833076
"25",2044,4324824.76345761,3326124.09402454,5114671.8737976,4391057.19999995,4411664.55439152,4852258.81123856,3780557.74270247,4841516.815283,4356263.16095468,4540319.13624728,5012188.67717858,4345631.69467236,4165198.6733436,4130026.54614885,3411962.16500551,4409767.46175733,3946000.50876115,3310931.0645735,4346799.60852054,4166678.39576611,3894718.90736244,4385803.69617558,5129355.3757355,4660088.477261,4184952.03104136,3998186.30180978,4309990.60864852,5157733.37054422
"26",2045,4230525.75693618,3252108.98445411,5009597.30586429,4298552.22944166,4316262.47657062,4748589.4813084,3690824.28691989,4742485.60018112,4257998.15369623,4446985.41869922,4910933.97527497,4246861.44630934,4070010.10892635,4038637.43914262,3335861.20019914,4314409.50693446,3857152.80958883,3237544.52548388,4248014.59439973,4071469.55013582,3805806.59673188,4293382.09712286,5024081.75547167,4559244.18167254,4090857.66314559,3906842.07355399,4217459.46483013,5051470.12338732
"27",2046,4136081.86707596,3178244.87960455,4904039.23251095,4205508.3934213,4220542.60322629,4644615.45443478,3601434.68438199,4643091.99879274,4159834.09970212,4353070.67053431,4809120.05934917,4148270.73003004,3974617.32069081,3947215.53578515,3259803.66847885,4218731.1517374,3768333.99969388,3164272.65776972,4149408.75723225,3976056.10196906,3717122.70148416,4200422.76221892,4918060.84315861,4458176.21955311,3996967.73237731,3815718.40588783,4125067.20741847,4944752.18531568
"28",2047,4041705.37206576,3104666.20087724,4798258.72238504,4112177.48759123,4124744.87514141,4540580.92889539,3512549.0582813,4543570.69999429,4061965.73994147,4258823.45069681,4706999.07747128,4050060.63903091,3879251.43602285,3855944.52177143,3183943.86708306,4122972.55583355,3679707.972126,3091252.48625408,4051183.17439152,3880669.07289952,3628832.19736063,4107179.72067459,4811589.20338566,4357119.10916355,3903463.95836166,3724976.68903792,4032993.70802192,4837841.81577803
"29",2048,3947591.80303841,3031503.43012233,4692464.04408414,4018792.3168811,4029092.00124356,4436715.42310488,3424328.31219903,4444140.19006129,3964580.21754896,4164475.93597344,4604785.2946028,3952405.63794745,3784122.73717551,3765007.06718322,3108419.80458916,4027356.86680147,3591439.15857825,3018616.29764446,3953512.30136131,3785518.68104887,3541095.02190697,4013883.99410105,4704937.12541021,4256294.27544261,3810518.0381167,3634731.97282756,3941405.73785689,4730983.06741437
"30",2049,3853924.2505783,2958866.38306372,4586833.67619351,3925562.84967688,3933779.29577678,4333223.19699468,3336915.82536063,4344999.35077459,3867836.31880774,4070240.55843048,4502706.36448106,3855475.22150517,3689428.757592,3674565.702109,3033365.28782651,3932079.49566467,3503696.45145715,2946478.02027072,3856565.60747152,3690802.39596076,3454058.51769495,3920747.17494043,4598365.88165553,4155906.36281354,3718283.69918431,3545146.26839878,3850453.22230516,4624400.61162265
