1.8737,59.005,0.01,60
0.059894,58.377,0.01,60
2.5135,55.764,0.01,60
0.13033,56.984,0.01,60
0.030545,47.289,0.01,60
1.1693,56.769,0.01,60
0.0105,0.84609,0.01,0.99
0.01887,0.98401,0.01,0.99
2.2259,59.075,0.01,60
4.973,59.234,0.01,60
0.69971,56.047,0.01,60
0.37731,54.879,0.01,60
0.2536,58.911,0.01,60
1.1341,58.782,0.01,60
0.012733,0.97643,0.01,0.99
0.014747,0.98545,0.01,0.99
0.15551,0.84518,0.11,0.85
0.10665,0.96315,0.1,1
0.011313,0.97307,0.001,1
0.51276,1.0026,0.5,1.0101
0.20149,1.7857,0.2,1.8
0.21198,1.7298,0.2,1.8
0.20149,1.7876,0.2,1.8
0.23628,1.7901,0.2,1.8
0.23358,1.78,0.2,1.8
0.28634,1.7132,0.2,1.8
0.28928,1.7935,0.2,1.8
0.23624,1.7119,0.2,1.8
0.24257,1.7536,0.2,1.8
0.21307,1.7498,0.2,1.8
0.20838,1.7627,0.2,1.8
0.21401,1.795,0.2,1.8
0.25049,1.779,0.2,1.8
0.2101,1.7257,0.2,1.8
0.21178,1.7289,0.2,1.8
0.25973,1.7932,0.2,1.8
0.0005012,0.0009331,0.0005,0.001
0.31177,0.58674,0.25,0.75
0.50113,0.98439,0.5,0.99
