1,-800.99
2,-1143.6
5556,-1208.2
3,-1255.1
4,-1355.5
6788,-1438.2
5,-1520
6,-1579.6
8672,-1735.7
7,-1886.7
4103,-1982
8,-2102.9
7350,-2201.9
4763,-2289.9
7673,-2304.4
4222,-2336.5
9,-2375.7
10,-2405.6
11,-2547.5
12,-2562
9868,-2790.3
4324,-2816.5
6252,-2834.6
6818,-2869.5
13,-2885
5622,-2886.8
9363,-2956.7
8431,-3022.4
8042,-3151.7
14,-3184.7
15,-3189.8
16,-3256.1
17,-3277.6
18,-3322.6
5053,-3326.5
19,-3352.3
20,-3369.6
4846,-3413.5
21,-3437.1
22,-3459.5
23,-3540.9
24,-3594
25,-3617.1
26,-3718.1
4794,-3760
27,-3773.1
7484,-3817.9
28,-3913.8
29,-3992.1
8698,-4031.3
30,-4058.5
7796,-4091.9
31,-4132.9
32,-4151.8
8344,-4208.3
33,-4214.4
5344,-4219.6
7317,-4255.5
8912,-4273.4
34,-4300.5
8787,-4463
35,-4468.3
4741,-4499.5
36,-4554.2
37,-4630.6
9329,-4649.5
9695,-4657.9
38,-4670.7
39,-4739.2
9441,-4757.7
8432,-4780.8
40,-4849
5554,-4864.2
41,-4864.8
42,-4876
43,-4925.9
44,-4951.2
45,-5091.5
46,-5109.1
47,-5186.3
8250,-5258
48,-5306.4
4496,-5400.8
49,-5437
4118,-5477.1
50,-5506.9
4294,-5528.6
51,-5539
52,-5557.4
9532,-5614.1
53,-5692.8
54,-5697
8295,-5719.2
55,-5771.1
4178,-5778.8
56,-5795.2
9518,-5824.6
9963,-5854.9
5426,-5907.8
57,-5910.3
58,-5935.1
6198,-5942.3
59,-6025.8
5080,-6190.4
6794,-6197.1
8897,-6197.3
60,-6218.6
61,-6247.7
9858,-6263.8
62,-6267.5
4866,-6340.5
63,-6343.1
64,-6351
65,-6393.5
66,-6394.6
67,-6398.5
68,-6405.4
69,-6458.1
70,-6468.2
71,-6489.6
4100,-6498.1
72,-6528.4
73,-6575.6
74,-6686.3
75,-6790.7
76,-6797.6
77,-6803.5
78,-6808.7
6959,-6815.6
79,-6829.9
8886,-6836.8
80,-6855.5
5235,-6943.5
81,-7028.6
82,-7102
7320,-7102.7
83,-7103.2
9076,-7170.4
84,-7205.1
85,-7227.6
86,-7289
7893,-7503.4
5462,-7540.6
10126,-7554.1
10023,-7579.8
8060,-7624.8
87,-7829.3
88,-7834.5
4475,-7876.7
6784,-7879.7
89,-7948.6
90,-8163.3
91,-8181.5
7426,-8196.8
10218,-8207
8008,-8225
5570,-8241.6
8914,-8287.2
92,-8293.7
4773,-8314.3
93,-8329.1
6668,-8385.1
7388,-8404
94,-8430
10150,-8433.9
95,-8480.9
96,-8481.2
5844,-8526.7
97,-8528.5
98,-8570
7441,-8609.2
99,-8615.7
100,-8639.4
6108,-8654.8
8047,-8664.7
101,-8720.4
5991,-8723
102,-8792.7
7123,-8832
7874,-8840.1
9415,-8906.5
9259,-8921.3
103,-8936.3
7636,-8971.3
104,-8975.3
8841,-8977.7
9723,-8991
105,-9048.4
5313,-9063.7
4393,-9090.3
106,-9106.9
107,-9114.8
7164,-9144.2
108,-9201.2
7200,-9259.3
7079,-9262.4
109,-9270.5
110,-9278.8
8084,-9281.6
111,-9316.8
4814,-9411.5
112,-9529.2
113,-9584.3
114,-9588.3
115,-9626.4
116,-9661.9
117,-9665.1
118,-9712.2
5942,-9712.6
4460,-9750.8
7161,-9768.8
119,-9801.2
120,-9872
5591,-9875.6
10155,-9934.4
4948,-9971.2
121,-9976.6
122,-9985.7
10058,-10023
4599,-10033
123,-10111
124,-10183
125,-10233
4379,-10234
6443,-10242
4462,-10247
126,-10248
127,-10256
128,-10264
5673,-10269
7753,-10293
129,-10321
130,-10359
5019,-10367
9382,-10385
6526,-10392
131,-10404
132,-10412
133,-10423
134,-10440
135,-10468
136,-10475
8562,-10501
137,-10607
138,-10629
139,-10669
140,-10677
4263,-10724
4826,-10745
141,-10761
4157,-10773
7188,-10811
7628,-10879
142,-10908
7733,-10920
9704,-10924
143,-10926
9229,-10930
144,-10931
145,-10975
146,-11003
7335,-11077
9024,-11086
147,-11118
148,-11166
149,-11229
150,-11231
151,-11279
9085,-11304
152,-11332
153,-11349
154,-11360
155,-11422
156,-11426
157,-11460
8536,-11516
158,-11525
159,-11567
160,-11575
161,-11576
162,-11616
4952,-11621
7536,-11626
163,-11646
164,-11669
165,-11676
166,-11680
167,-11689
168,-11768
169,-11779
170,-11795
171,-11795
172,-11796
173,-11806
174,-11887
175,-11905
176,-11911
8173,-11939
177,-11976
178,-11989
4878,-12013
8843,-12028
179,-12051
180,-12061
7582,-12115
181,-12135
6535,-12139
182,-12159
183,-12179
7325,-12210
184,-12211
185,-12220
5597,-12249
4337,-12260
5526,-12263
186,-12276
187,-12292
188,-12303
7845,-12309
7639,-12323
189,-12328
190,-12351
9190,-12375
4985,-12399
4766,-12401
191,-12443
192,-12486
193,-12497
194,-12530
8239,-12542
7118,-12567
4355,-12568
195,-12572
4384,-12604
196,-12605
197,-12606
198,-12614
199,-12630
5820,-12638
200,-12638
5562,-12700
9478,-12722
201,-12724
202,-12732
9760,-12738
203,-12749
6283,-12749
204,-12778
9852,-12794
205,-12810
7343,-12837
206,-12838
207,-12841
208,-12915
209,-12921
210,-12933
211,-12952
212,-12953
213,-12955
214,-12962
5410,-12963
9446,-13004
215,-13025
6558,-13032
216,-13044
217,-13048
218,-13057
219,-13061
220,-13066
5552,-13080
9226,-13092
6397,-13114
10069,-13121
221,-13129
7158,-13149
4409,-13174
7794,-13190
7606,-13190
4538,-13199
222,-13199
5435,-13210
223,-13215
6864,-13217
4446,-13293
5241,-13301
7145,-13323
7539,-13338
6113,-13382
224,-13386
6318,-13388
225,-13415
226,-13418
7838,-13429
227,-13438
228,-13470
229,-13503
230,-13512
6574,-13513
9107,-13530
231,-13530
232,-13530
9701,-13557
233,-13575
234,-13576
4606,-13580
8669,-13589
235,-13605
5311,-13612
4123,-13618
236,-13650
6800,-13652
237,-13654
238,-13657
9454,-13674
9689,-13674
239,-13677
6376,-13696
240,-13741
6241,-13749
241,-13753
242,-13781
243,-13813
244,-13817
7393,-13818
245,-13837
10136,-13841
6305,-13844
9940,-13864
246,-13878
247,-13908
248,-13910
249,-13914
250,-13917
7276,-13919
5966,-13940
251,-13940
252,-13949
253,-13969
254,-13971
5918,-13973
9921,-13980
255,-13982
256,-13985
257,-13988
258,-13991
6870,-14021
7594,-14027
259,-14040
260,-14063
261,-14073
5710,-14089
262,-14099
4970,-14114
263,-14117
264,-14126
265,-14141
6016,-14149
5200,-14150
5100,-14157
4559,-14179
266,-14191
267,-14214
9603,-14229
7485,-14230
7759,-14235
8069,-14236
8525,-14247
9468,-14259
9117,-14262
268,-14264
6118,-14268
269,-14288
270,-14294
271,-14298
272,-14311
273,-14330
274,-14331
8044,-14349
275,-14355
8555,-14355
4657,-14382
276,-14390
5042,-14412
277,-14421
278,-14432
6218,-14441
10195,-14448
5305,-14448
5729,-14449
279,-14456
280,-14490
7693,-14508
6929,-14510
281,-14513
10206,-14519
7656,-14532
8776,-14540
282,-14540
9062,-14544
9132,-14548
10159,-14554
283,-14564
8051,-14565
8959,-14580
284,-14610
285,-14616
7721,-14675
286,-14678
287,-14733
288,-14737
289,-14761
8921,-14775
290,-14782
8725,-14788
291,-14789
5660,-14789
292,-14792
8193,-14793
293,-14817
4400,-14825
9176,-14831
294,-14837
10187,-14843
4170,-14847
8729,-14862
4537,-14886
8302,-14893
295,-14903
296,-14904
297,-14912
298,-14912
5159,-14918
8770,-14918
299,-14924
9949,-14932
9501,-14935
300,-14947
301,-14951
302,-14951
303,-14972
7755,-15002
8147,-15014
7171,-15022
7033,-15030
7225,-15035
9461,-15039
10118,-15046
304,-15058
305,-15080
306,-15081
307,-15086
308,-15087
7054,-15093
309,-15107
310,-15109
311,-15121
312,-15122
6861,-15124
313,-15127
314,-15127
315,-15130
316,-15130
317,-15133
318,-15145
9875,-15153
319,-15158
320,-15159
6624,-15160
321,-15170
322,-15180
6868,-15186
9477,-15227
323,-15234
4351,-15235
5648,-15238
324,-15248
9006,-15258
325,-15260
6046,-15283
8507,-15283
5833,-15286
326,-15289
6770,-15295
6226,-15314
327,-15339
9469,-15345
328,-15356
7650,-15367
329,-15367
10181,-15368
330,-15392
8975,-15395
331,-15395
6163,-15431
