1.8465,34.91,0.01,36
5.082,46.5,5,48
5.5262,45.775,5,50
5.8442,34.971,5,40
5.1093,19.786,5,20
0.16493,9.6838,0.01,10
0.048027,0.58841,0.04,0.6
0.053009,0.79561,0.02,0.8
0.2301,33.991,0.01,36
6.2812,46.201,5,48
6.5741,47.558,5,50
5.6764,35.454,5,40
5.0932,19.34,5,20
0.25584,9.8324,0.01,10
0.045288,0.55997,0.04,0.6
0.033471,0.79752,0.02,0.8
0.15761,0.76032,0.11,0.85
0.13668,0.97715,0.1,1
0.0056431,0.98167,0.001,1
0.50392,0.99905,0.5,1.0101
0.21902,1.7337,0.2,1.8
0.26614,1.7749,0.2,1.8
0.21793,1.7616,0.2,1.8
0.21245,1.7165,0.2,1.8
0.24188,1.793,0.2,1.8
0.22247,1.7611,0.2,1.8
0.2411,1.771,0.2,1.8
0.20791,1.7663,0.2,1.8
0.25973,1.7959,0.2,1.8
0.24673,1.7032,0.2,1.8
0.26928,1.7678,0.2,1.8
0.20963,1.7616,0.2,1.8
0.23202,1.7969,0.2,1.8
0.21432,1.7963,0.2,1.8
0.20368,1.7688,0.2,1.8
0.31342,1.747,0.2,1.8
0.00050007,0.0009805,0.0005,0.001
0.36951,0.55061,0.35,0.75
0.50295,0.9731,0.5,0.99
