0.44479,34.237,0.01,36
5.082,46.5,5,48
5.1891,49.558,5,50
5.0597,39.511,5,40
5.262,18.072,5,20
0.16493,9.6838,0.01,10
0.043883,0.58841,0.04,0.6
0.053009,0.79561,0.02,0.8
0.2301,34.893,0.01,36
5.7838,46.583,5,48
5.172,48.235,5,50
5.6764,39.016,5,40
5.0932,19.524,5,20
0.29494,9.8577,0.01,10
0.054357,0.55997,0.04,0.6
0.035837,0.73816,0.02,0.8
0.12585,0.7504,0.11,0.85
0.13668,0.9928,0.1,1
0.0056431,0.96818,0.001,1
0.50392,0.9966,0.5,1.0101
0.21902,1.6619,0.2,1.8
0.22061,1.7749,0.2,1.8
0.20782,1.7101,0.2,1.8
0.21245,1.7165,0.2,1.8
0.22383,1.7741,0.2,1.8
0.22247,1.7179,0.2,1.8
0.2699,1.771,0.2,1.8
0.20791,1.7663,0.2,1.8
0.27836,1.7788,0.2,1.8
0.23823,1.7427,0.2,1.8
0.3294,1.7852,0.2,1.8
0.20963,1.7616,0.2,1.8
0.22341,1.7752,0.2,1.8
0.20665,1.7963,0.2,1.8
0.20368,1.7688,0.2,1.8
0.2661,1.747,0.2,1.8
0.00050609,0.00096255,0.0005,0.001
0.36462,0.55061,0.35,0.75
0.50607,0.97988,0.5,0.99
