"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,78954.3130483177,62697.7038482401,86641.3224630454,86491.2703673365,76702.156658908,62697.7038482401,69176.3970432266,86641.3224630454,84425.231935097,86602.8128897385,84410.4071131042,86102.0077751514,86204.6922644144,77650.144912179,71892.1824100396,80250.5375592954,85142.4022594895,69751.6556728251,78158.5180435598,75756.3695501392,80242.0484729819,69100.5134599654,79364.7917390221,84417.6167845371,77548.1174824014,75382.2518011077,80297.2645478135,79449.4091543234
2021,143094.532006379,113988.852303696,156994.569489692,156708.473482235,139154.875328395,113988.852303696,125391.186642956,156979.683435923,153247.632847567,156907.294787393,153215.465363784,156059.396297154,156557.939291061,140418.030520673,130239.14976339,145691.325928046,154068.097394848,126778.122055213,141575.716534588,137085.663408816,145673.72555281,125104.651635759,143206.807173608,153227.944644198,140233.64387184,136534.712369934,145775.550354921,143539.359170681
2022,203589.039257904,162857.164786957,223194.98970508,222795.345931528,198329.592956692,162857.164786957,178631.809913908,223180.103651311,218297.947311347,223074.756352976,218246.627586147,221550.666266557,222749.761176776,199675.796628507,185397.56473036,207252.095795059,219293.113198014,181316.346334109,201460.50082124,194851.036806336,207224.383871789,177862.309618167,203019.43891072,218262.585056765,199412.923560165,194095.08613406,207371.156524447,203517.867523668
2023,264291.168447326,212279.700672826,289474.86460498,288962.40056171,257888.857195566,212279.700672826,232312.973493548,289459.97855121,283809.017386357,289320.996277642,283734.794532878,286652.434160878,288908.308900533,259117.485609739,240737.779811407,269042.481117378,285063.279289645,236629.452155281,261496.752071671,252725.324943851,269001.713359692,230691.307707905,262683.874750132,283753.17819374,258773.149397899,251756.67415474,269195.851941661,263281.444945272
2024,326576.235894963,263328.747389325,357350.268232877,356723.991674987,319059.997330561,263328.747389325,287604.484687652,357335.382179108,351385.286647395,357161.192169091,351287.793724638,353023.488804932,356595.138556091,319876.263548422,297483.852414082,332653.471521571,352692.395856194,293827.565611471,322906.693817552,311992.734714797,332598.201472949,284763.536898065,323414.471793238,351308.517234832,319449.266192815,310906.907026836,332841.179157176,324185.336950307
2025,387325.59799461,313395.868199613,423709.365581672,422625.435091155,378696.088839596,313395.868199613,341791.801313463,423347.642268738,417744.383996189,423136.852617648,417619.633865091,417615.561654505,422534.495084598,378625.40111272,352918.385216816,395020.486191657,418486.977415508,349990.650167226,382631.778019226,369648.341023684,394948.757143873,337412.341493694,382019.881613061,417641.573986849,378115.677576638,368742.376573608,395240.223127865,383189.336272218
2026,445398.021557602,361543.75000283,487535.931595703,485382.851770963,435697.268291983,361543.75000283,393886.524763097,486210.778408559,481570.950010221,485962.892834346,481414.982559952,479028.938293464,485386.338829425,434388.685082241,406055.164595645,454927.494581609,481367.937390634,404193.655685423,439593.579317249,424613.462791761,454835.571539441,387630.255939089,437509.169684577,481436.32845128,433797.361582286,424155.534365221,455176.594573682,439184.467595067
2027,503941.291688128,410325.906913946,552283.748597636,548487.369237793,493187.305956899,410325.906913946,446652.584457771,549420.308750374,546318.767012154,549135.175507876,546131.920893445,540493.648409029,548490.033286573,490296.090139271,459594.629839291,515600.854161765,544889.49613072,459240.262899616,496837.798713679,479889.913063223,515484.633977681,438128.586019214,492996.366240292,546151.55114392,489621.057637305,480054.046570582,515878.682582056,495225.302658728
2028,564110.267270508,460691.398013537,619305.767893692,613202.110140831,552251.881090826,460691.398013537,501149.479974056,614241.196898393,613340.786308209,613918.358501633,613122.32541821,603259.029824581,613116.790014218,547392.454226901,514530.405759429,578280.053585978,610283.753344223,516143.861870823,555409.375938031,536552.143518384,578136.370889502,489908.996395932,549535.730513889,613139.368121821,546629.588724808,537523.300713757,578586.475576749,552411.446397969
2029,626434.450415627,513052.537612967,689215.968974348,680108.579875465,613388.124181105,513052.537612967,557834.636814479,681255.846047069,683250.987388865,680894.772888015,683000.186296713,667887.27867943,679864.299480939,606122.70765946,571336.693593638,643611.459077136,678078.202514565,575360.814755054,615754.791458914,595096.580646006,643437.160146781,543411.611951889,607593.445516889,683013.732083395,605267.499581788,597088.951331366,643946.511247598,611203.849561151
2030,687800.660112996,564757.100233005,758523.489954735,745821.632307104,673509.051575787,564757.100233005,613890.76901152,747074.844841992,752558.508369252,746675.775366501,752271.75485555,731373.112518949,745466.540280533,663411.38331606,627316.412781074,708351.049917612,744645.3770606,633883.651412904,674978.571733839,652582.611378924,708141.376460985,596037.536127058,664214.037013619,752278.312964969,662462.106113352,655882.833256239,708713.036527342,668719.117400138
2031,746964.028832976,614762.37150864,825726.173794058,808966.101973254,731417.955264266,614762.37150864,668189.757998838,810321.300245325,819761.192208575,809885.251019274,819434.371915403,792264.444182196,808519.5161301,718256.955367351,681415.530720896,771104.504014884,808797.606284155,690668.634923477,731931.522619499,707843.168459525,770852.097686388,646710.078804528,718363.778918769,819431.7754988,717213.396508722,712690.466124924,771490.836554696,723808.105891905
2032,806714.442471997,665454.442562621,893968.271244605,872582.744261249,789899.706867908,665454.442562621,723242.54368195,874039.397691364,888003.289659123,873567.94493047,887636.302845814,853298.658057801,871955.266705619,773356.381140295,736019.311216823,834807.204832149,873748.659758361,748354.012964646,789252.53567769,763510.121440171,834508.949425069,697775.059903207,772669.761749566,887622.160095513,772214.144194821,770094.827568921,835217.429710825,779030.204857939
2033,868084.638768503,717654.016795832,964507.717387809,937810.874696643,849987.523984398,717654.016795832,779981.900744302,939369.765509586,958542.735802327,938863.907532296,958135.532223579,915549.711161702,936874.645831824,829628.914617388,792043.348067251,900520.455397023,940596.119216826,807919.341714377,847893.471632903,820535.481179571,900179.872205703,750139.167294666,828026.66837934,958108.823113883,828383.699300057,829070.090780449,900954.457687088,835345.444343553
2034,931531.697656554,771718.358822746,1037919.19145204,1005151.13650846,912126.194134162,771718.358822746,838833.813355698,1006813.48484088,1031954.20986656,1006274.04960688,1031505.79973156,979480.709211379,1003763.05585349,887479.460374359,849860.740361414,968757.470020546,1009839.98705837,869747.706622882,908224.542619822,879348.282323859,968372.775152959,804206.636436397,884845.152709523,1031465.75692502,886127.01822562,890019.563527487,969215.335057647,893161.20206612
2035,993925.415696041,824926.504327227,1110524.02812219,1071244.40832717,973220.389472068,824986.861215836,896911.962637694,1073007.28921561,1104559.0465367,1072436.15987886,1104065.10167548,1042183.8967444,1069382.35669384,943976.95727204,906751.736065567,1036088.69058977,1077855.85106879,930698.643532526,967441.978815309,937062.685467311,1035656.68164598,857414.781940878,940327.772698927,1104007.76698457,942514.239574204,950028.56240292,1036568.69109672,949742.880847855
2036,1053997.7836016,876172.166409342,1180739.80748618,1134711.76830266,1032029.12465233,876369.853932585,953036.020945883,1136570.77342765,1174774.8259007,1135970.55514688,1174230.91838224,1102290.423104,1132354.18954183,998114.335003163,961612.767313927,1101092.35614919,1143412.25794439,989683.006614103,1024364.51550142,992512.273857281,1100608.6503258,908660.444022993,993448.472505705,1174151.20743947,996538.824061314,1007850.48021702,1101592.44137635,1003964.10437102
2037,1114496.50303337,927725.6867451,1251765.15646496,1198484.60571412,1091276.01962156,928270.731985846,1009754.86116052,1200438.71798649,1245800.17487948,1199811.69835005,1245205.30465716,1162402.99504309,1195518.99227354,1052456.26500778,1016840.86919681,1166768.81671177,1209711.12737584,1049411.59090369,1081516.8161836,1048220.46968396,1166230.8848224,960213.96435875,1046660.72416724,1245101.23367459,1050763.37923575,1066049.65673676,1167288.89557682,1058213.7805266
