"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,358896086.989428,287981451.880137,437990782.562429,322886612.605635,288377286.532697,339319102.594758,437990782.562429,345358732.161538,396382661.735029,305795210.895686,301093462.290625,428292779.751202,402031974.307044,338199085.685545,344194570.375313,287981451.880137,373890644.284637,327738726.038971,428454033.765694,402519401.576247,392184866.638441,321818962.827507,306773646.305666,344264037.70014,402567891.952619,404888958.830158,386381165.170458,343016126.267523
"2",2021,346635772.135417,278421845.100128,422925367.841654,311858737.105953,278810562.293495,328250433.308753,422925367.841654,334111660.534374,383400641.172833,295583281.975534,290705735.834387,414192856.261384,388560717.201137,326204468.111588,330799906.926149,278421845.100128,360464726.600695,314339319.880503,414364366.779069,389040759.697234,378199971.62249,310806958.897963,297108946.147805,333168580.808068,388774561.45943,390757013.388554,372868431.407277,332174453.028961
"3",2022,333423813.055534,268246842.72604,406557681.004176,300094720.042737,268626392.609253,316308695.373796,406557681.004176,321912812.450208,369332064.360828,284635772.353661,279537990.285288,398872545.029879,374169581.831247,313278540.380133,316320867.068958,268246842.72604,346023321.048741,299888295.981805,399058404.050355,374639743.205911,363046039.591067,299063235.501506,286810633.83569,321238003.153702,373873691.616924,375476850.054535,358130429.744352,320452173.087557
"4",2023,319982109.264306,257973295.534788,389825677.108302,288223867.189914,258340840.395499,304079955.870653,389825677.108302,309316906.347878,354858652.638167,273510485.200225,268212758.300272,383105804.331062,359599039.540721,300206683.027508,301810167.651788,257973295.534788,331459406.114644,285510534.038531,383303929.271346,360056427.344388,347662608.764475,287218688.033398,276302280.323936,309027762.661448,358677364.28323,359926830.723444,343004806.749206,308337960.162817
"5",2024,306613334.935112,247827300.496527,373115259.845105,276501476.624326,248182262.771475,291862766.80926,373115259.845105,296624933.984588,340335451.443253,262461354.310898,256986927.622449,367280123.699401,345178259.330869,287271972.783654,287547695.886846,247827300.496527,317076542.973768,271459976.828485,367487667.02164,345620629.169331,332392048.992717,275527240.838814,265830877.594247,296831216.799587,343529538.986692,344447424.991281,327832877.036575,296121546.536013
"6",2025,293528639.706793,237956514.838741,356681019.529205,265111805.414584,238297749.903086,279870433.451749,356681019.529205,284048675.260876,326009874.021112,251658444.707137,246031849.592295,351663888.529017,331148643.616112,274671885.280874,273720675.129815,237956514.838741,303082743.154899,257906961.996078,351878719.595503,331573310.455878,317464250.54524,264171616.868409,255575731.595939,284856953.389705,328665263.99638,329283307.935402,312866495.784526,284019178.077257
"7",2026,280877217.390986,228457462.991574,340742585.519637,254173152.344147,228785626.267943,268250158.007935,340742585.519637,271744540.179456,312070558.300207,241220899.993343,235459522.523481,336462154.755027,317672539.436021,262540505.424737,260464459.223829,228457462.991574,289617877.610485,244957477.787026,336682322.470518,318077581.806544,303041192.585979,253269023.673495,245660876.192732,273248962.079467,314251460.124376,314603755.591941,298284650.944541,272191088.940212
"8",2027,268755767.087524,219395073.001379,325444134.893403,243760730.701877,219710237.341565,257101541.849965,325444134.893403,259824460.542887,298645862.773713,231223988.191166,225331788.220363,321813503.695039,304852115.737502,250963599.550852,247860081.238927,219395073.001379,276771313.800319,232673353.720407,322035926.437216,305236775.234134,289221324.839664,242893930.05501,236166150.709665,262096524.055954,300392782.916045,300521384.570058,284210115.030369,260747478.080634
"9",2028,257221170.088117,210804638.345643,310869391.347581,233911605.98479,211106971.537377,246481323.604902,310869391.347581,248367717.319679,285818804.358325,221712579.546479,215688427.627226,307803465.865779,292743175.489679,239985713.009062,235952332.858879,210804638.345643,264595200.413931,221080509.391462,308029700.371983,293106642.535871,276063186.327889,233082742.162143,227140264.025083,251452057.265429,287144347.158863,287102811.379002,270723497.484324,249762146.791556
"10",2029,246301016.249638,202690170.118006,297055245.491378,224637519.185686,202979959.056418,236415589.585884,297055245.491378,237422720.670251,273637080.371121,212708818.731543,206545897.555524,294484373.552365,281368469.754587,229629039.101005,224759005.381727,202690170.118006,253109767.034133,210188197.677299,294711193.472537,281710342.931832,263601108.133194,223846520.867642,218603172.409025,241341953.356512,274540087.408598,274386425.755053,257874351.248967,239278397.390674
