"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,64.7056491052263,51.8773152255725,79.9688969572049,60.2565741267538,54.1935224988168,56.9141560353238,79.9688969572049,58.6301179786658,67.983588036373,56.7313481942503,51.9005173300491,71.9141368959559,72.0175867619041,62.8017174666859,73.4332584344344,54.1570438584289,70.1514415896906,71.8135445654669,71.9314965669719,72.067076486037,72.5081647463022,60.160021892068,52.0461572677011,59.1485054505875,70.6260490005802,73.0114615290525,67.5172090332725,55.7576349280801
"2",2021,55.3303576194408,42.2252030966176,71.0870424668365,50.709590110843,44.6445434662227,47.3888644234411,71.0870424668365,49.1769713614405,58.9754422598964,47.2244791078508,42.2252030966176,62.8065566460485,62.6686773722852,53.3083845685898,64.0712473364389,44.6082587416576,60.7634872561643,62.326540384459,62.8248310500262,62.7181815339751,63.4194174187386,50.6131536320666,42.3969371887247,49.70798818075,61.411982827885,63.7486483600649,58.2645222348959,46.1679894600998
"3",2022,53.9434424003071,40.9830144789141,69.5844671663151,49.3090829777105,43.4755990644251,46.1506640796185,69.5844671663151,47.8965239945298,57.7339274101256,45.9512504518291,40.9830144789141,61.3955996638619,61.1287417294869,51.9258798777245,62.3963103907967,43.4395300763589,59.2024630785524,60.6059655284659,61.4150584943271,61.1783763637747,61.9803511175887,49.2123961218924,41.2110133122489,48.4670972885446,59.9599806061761,62.2219972678476,56.8501687643814,44.9106007021821
"4",2023,51.5655258060645,38.9974964058159,66.7544407466496,47.0291333369609,41.5274808086347,44.0763367564638,66.7544407466496,45.7370603621691,55.3707776022518,43.8492893664155,38.9974964058159,58.814305448738,58.4984526314526,49.6104709254457,59.5900856088671,41.491942892555,56.5701256004139,57.7846519597671,58.8347940589271,58.5475737045667,59.3486428510953,46.9332898770657,39.3035785115347,46.3337013125568,57.3684278185593,59.5538978281779,54.3620274154673,42.8501613210604
"5",2024,48.8134532827055,36.7395192131754,63.419690802455,44.4390681278366,39.2906022560383,41.6862708799509,63.419690802455,43.2466585108261,52.5704771547396,41.445351220502,36.7395192131754,55.7774715824686,55.4603092088882,46.9401570861878,56.3541605441861,39.2559361330658,53.5390345223677,54.5443034046484,55.7987614522154,55.508295989718,56.2546999617035,44.3451256486349,37.1339470023466,43.8607111342304,54.3360306239817,56.4474018782685,51.4570516300275,40.4852960991752
"6",2025,54.4198939038734,42.8915900920827,68.3758995363423,50.2466371340095,45.4508165326055,47.6803223810449,68.3758995363423,49.1227671141632,58.0877086931219,47.4312371351894,42.8915900920827,61.0599760353458,60.7737328444484,52.6372634976117,61.4478467571249,45.417294299065,58.8642247227744,59.648470674144,61.081799155231,60.8200034528925,61.4775647676279,50.1555506144342,43.3736992289748,49.7614800113021,59.6368347960959,61.6700549949782,56.8790734752621,46.5054996509623
"7",2026,43.0610836490695,32.1023251718781,56.3331109977417,39.1115895494325,34.661250694541,36.7188608794925,56.3331109977417,38.0256753430059,46.6112542400653,36.4635380605675,32.1023251718781,49.3614044922351,49.1272330510922,41.3744295739714,49.5666844494718,34.6291329820566,47.2321868870814,47.7914477381385,49.3834822554236,49.1713540423216,49.7146328432459,39.0240547739561,32.6687166651799,38.6999714298315,47.9631449685077,49.9136372902867,45.3116914841843,35.5662813630282
"8",2027,40.2574339731363,29.8734449709776,52.8316175045275,36.5443880697036,32.4284743430006,34.3118923521423,52.8316175045275,35.4679130641196,43.6696655899216,34.0502572731548,29.8734449709776,46.2145380084076,46.049767077767,38.6696743972612,46.2446410478225,32.3978274831557,44.169399790042,44.5056477361296,46.2367114560317,46.0914505706996,46.4998264137969,36.4608804615223,30.520567842848,36.1879379103313,44.842939704809,46.7088836990726,42.2814767767568,33.1760257844067
"9",2028,37.5675990578697,27.751569471433,49.4442617406744,34.0967203593234,30.3013336758307,32.0102325787947,49.4442617406744,33.0046270627972,40.8281758452432,31.7417823937915,27.751569471433,43.184536406307,43.1053707684395,36.0788450588353,43.0506909018003,30.2722663953959,41.2372455842187,41.3579155872717,43.2066418597249,43.1444115344805,43.4014050413157,34.0175528821442,28.4754197561656,33.7783745428004,41.8401176504312,43.6212301724383,39.35324676986,30.8860024072264
"10",2029,35.0159458898714,25.7523868060959,46.2060843184901,31.7878493660164,28.2971569295706,29.8324710900565,46.2060843184901,30.6594039222562,38.1165592193653,29.5570934209767,25.7523868060959,40.2995249159462,40.3210896472199,33.6241916286962,40.0166411146154,28.2696862159169,38.4608284016982,38.3778827835913,40.3215304262132,40.3573573923476,40.4500472522628,31.7132306295831,26.5492173557946,31.4919879801373,38.9829806295191,40.6802972430146,36.5571687426628,28.715979814738
