"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,404233336.759717,331270152.399907,483418335.078058,366426882.450424,331690302.790183,387633678.558838,483418335.078058,393318348.469802,444405487.006631,349788934.803839,348400727.651387,477038615.09806,447425162.470784,381738104.591917,382581395.80519,331270152.399907,417224991.599767,364929688.30181,477204828.35918,447932579.137815,436676943.290709,365297763.273695,354748450.611369,391492065.538415,449113917.180198,450102086.776854,433125875.733395,392848102.014692
2021,784010705.292806,636319478.322102,947548665.470758,708332842.608501,637153290.395191,746680591.033447,947548665.470758,759848593.013327,866589299.813104,674695738.674736,666917818.523353,931045790.934784,872367255.510322,738128342.433447,745311553.776838,636319478.322102,811329697.808628,708861628.685945,931400266.033761,873393654.691229,851842982.62459,706079614.088251,679946161.973473,756178739.483608,874798490.088094,877172881.971391,842103705.780634,756220548.580641
2022,1167284562.35302,945080493.809395,1414942805.55105,1054167623.08959,946335498.373948,1109666227.82686,1414942805.55105,1131093464.46992,1294012639.39495,1004177211.03684,988910681.081592,1389234113.94882,1301289009.65691,1096706579.59929,1109278113.86003,945080493.809395,1207626944.24624,1052670567.80142,1389804755.86337,1302848922.06075,1269696560.81122,1050762291.40453,1009867268.94852,1125051149.36081,1303576140.01639,1306685196.2188,1254284945.80094,1124344854.59332
2023,1545252941.64017,1250519228.02061,1874856270.00482,1396164153.1905,1252195577.25228,1468292917.2251,1874856270.00482,1498513850.33659,1716444873.97806,1330769451.30263,1306897915.69946,1840711622.68661,1724484298.21018,1449483070.8071,1466467821.69455,1250519228.02061,1597218288.98494,1388719635.1084,1841521491.30254,1726578879.84066,1680370628.17422,1391602340.08181,1337090292.39554,1489545978.92468,1725190269.44047,1728832758.34871,1660080939.82885,1488770988.16503
2024,1913855093.93043,1549574424.21957,2321866546.2702,1730995528.8044,1551666151.72333,1818875744.32624,2321866546.2702,1858121125.17249,2128799727.07654,1651026006.82127,1617725266.65893,2280267696.35704,2137440913.87238,1792851299.62181,1812885122.00869,1549574424.21957,1976069881.48947,1713474695.44509,2281334942.24063,2140061651.70942,2079235245.46301,1725288240.49357,1658343742.91116,1845869540.1131,2135053514.96985,2139059071.79726,2054850100.9426,1845641167.75274
2025,2306838307.38499,1876207418.55343,2786789947.62434,2092059620.58099,1878723701.57779,2198853111.75333,2786789947.62434,2246493141.43506,2565452157.02627,1999054518.33189,1959128314.96193,2742654565.70576,2573052880.1871,2159557677.36378,2175724331.57726,1876207418.55343,2375701683.27322,2053642033.70203,2743998640.5826,2576199025.09593,2497708401.75397,2085183029.36291,2012005495.45584,2230176942.96632,2566672816.80279,2569625415.2767,2472388006.15278,2233904807.52076
2026,2653073819.39897,2159831769.05544,3202796976.65921,2409611320.86302,2162742429.61957,2530077663.09677,3202796976.65921,2586319804.03413,2952584279.1199,2303441840.95935,2253064120.97178,3153675756.6251,2961648769.06867,2481141484.81922,2497125628.68137,2159831769.05544,2729769614.69976,2353213514.12643,3155300308.67214,2965286179.85448,2868829839.75329,2401646119.75422,2318469349.5191,2566779103.21753,2949079261.71095,2951982151.4875,2840485893.64894,2571942304.9565
2027,2987716341.41596,2435275566.37851,3603048941.77826,2718055713.91126,2438568579.62269,2851060661.41738,3603048941.77826,2915375531.87338,3326440040.37418,2599196722.45988,2537960332.27885,3550026953.96068,3337873469.14398,2791601049.14165,2805961100.08231,2435275566.37851,3071367607.92352,2640417456.95857,3551938419.91383,3341980387.20081,3225905212.42372,2709035901.778,2616836057.37924,2892914039.27121,3317497298.62097,3320171253.29205,3194686699.57405,2899713538.6401
2028,3311210517.19834,2702833147.47775,3988280908.47846,3017709098.27352,2706496100.93045,3162099178.21579,3988280908.47846,3233833982.62755,3687456947.78119,2886496315.30578,2814057015.23927,3932285064.53639,3702364972.42501,3091395139.40113,3102872179.50104,2702833147.47775,3401112080.37549,2915978256.58881,3934487522.62227,3706917464.66107,3569591371.0985,3007668702.57866,2907288231.29091,3208866351.39221,3672540033.35625,3674805819.0904,3535446845.34141,3217380201.36924
2029,3624145535.35285,2962886488.13421,4359428126.44044,3308984615.6561,2966905052.15583,3463617292.25655,4359428126.44044,3542020732.94923,4036276539.81156,3165646406.4884,3081687094.09886,4301270798.3393,4055890654.89763,3381101952.91757,3388596461.51425,2962886488.13421,3719755579.01148,3180718842.49026,4303767026.77035,4060864080.23093,3900704626.27293,3297958316.92997,3190128764.20524,3515067883.10321,4014987738.7541,4016681885.29176,3863420756.595,3525270668.506
