"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,85518.0753217331,50606.7819107565,126313.150398495,76462.4797452798,67431.4951987338,80864.490897191,105805.997554203,83324.585227297,97949.5310854083,74747.296927903,68395.9373176698,102496.823121888,95850.9721311114,77246.9743599764,77491.5297780145,67408.2405669394,83212.8236846134,69071.8190346091,102497.930367327,95863.9713816836,91885.74920753,76407.882140618,74333.402352337,83822.0838973024,92441.8213104856,92485.737469534,88930.6089933646,81265.694633249
"2",2021,167284.668857434,98673.4102348313,247625.749431832,149795.448640838,132316.575255345,158265.61442225,206766.95409282,162610.772124917,191619.295059786,146324.275469527,133807.223082952,200388.125429195,187884.510479406,151069.541589934,151214.549577167,132271.063494021,162705.276668882,134712.916671279,200389.451810616,187907.712449616,179551.400115288,149690.326593754,145757.817416009,164148.311768118,180692.284052286,180658.603238286,173313.482050865,158860.40934444
"3",2022,245802.769328536,144496.381021479,364734.264596817,220455.923291266,195036.873294404,232697.948388808,303477.149014308,238379.592465847,281548.481975189,215202.386931761,196667.746316153,294250.87865765,276645.934129927,221953.635862764,221659.230478584,194969.589635159,239003.01816742,197352.964833965,294252.823003387,276676.06354587,263488.616474416,220305.591401694,214724.951929815,241445.191270713,265267.936103628,265047.386412008,253678.485608366,233280.175839885
"4",2023,321319.419262749,188266.929531386,477953.876123441,288660.836942172,255751.128421275,304396.341766498,396265.882543168,310891.416586201,368004.198069857,281591.372731662,257173.639870997,384372.443680308,362412.988648351,290148.863550661,289097.233698427,255663.455374961,312373.184142052,257226.396465178,384376.677127169,362446.494938001,343961.338297331,288470.425708527,281432.210348243,315923.918118552,346425.054239997,345939.821535699,330314.980582739,304754.187597919
"5",2024,394060.597890387,230150.539511704,587553.328182196,354612.923050975,314604.774243914,373571.327341743,485423.208974696,380392.202013939,451237.901833383,345689.706689752,315494.941563417,471024.557751056,445446.711319336,355869.012551352,353762.540222076,314496.895179205,383055.949648568,314543.685227718,471029.808971203,445481.102305076,421214.512424923,354386.954870482,346059.458752453,387778.717323017,424398.491058636,423601.842558215,403488.359766376,373487.627159884
"6",2025,464230.372815241,270296.468496143,693764.086623328,418493.825816822,371716.214855837,440413.856889495,571205.986965524,447107.816814009,531476.117755139,407675.515354644,371783.763496053,554453.98603854,525983.850377474,419300.388184991,415879.771665066,371588.76676454,451262.003636915,369499.257078603,554459.236782413,526016.759267761,495470.355435818,418235.941589015,408761.980795847,457185.75098097,499401.035827839,498275.650839919,473443.550823051,439672.30320255
"7",2026,532007.225764731,308833.953028086,796789.154577881,480463.314697293,427190.779180288,505086.525340111,653844.676347857,511227.02209487,608913.260770135,467695.995386828,426170.092027351,634878.695122644,604227.452932285,480608.780024627,475636.708314513,427043.957441291,517172.413394845,422262.411414322,634886.191132969,604257.226100637,566929.450594883,480176.24783867,469675.348596489,524306.556116566,571620.737990066,570174.57067143,540397.354180623,503482.245716914
"8",2027,597546.988766602,345871.466573898,896816.675981784,540663.895907,481120.900415936,567734.79826414,733553.642332216,572916.730242646,683718.786929867,525878.360164857,478759.488422235,712495.318011961,680347.520105324,539943.209700926,533190.986316937,480954.968770252,580940.29551026,472979.279679851,712501.577524055,680374.685319023,635768.132780837,540350.268546763,528916.550968859,589279.202485816,641218.204853529,639484.690211793,604542.618473247,565070.429114257
"9",2028,660985.58478745,381507.892679522,994026.846222932,599214.405509547,533590.129514656,628480.877431551,810535.011278849,632329.616167959,756048.178301705,582329.823893581,529649.293823278,787468.289699342,754490.437774762,597413.1115375,588685.417243275,533405.363661581,642698.030381248,521776.02697666,787476.467736577,754514.170837173,702139.554206904,598876.357640198,586590.811763681,652220.509857523,708333.512327421,706365.212037511,666052.554781585,624571.906262668
"10",2029,722441.57629048,415826.649043165,1088551.37333235,656213.639059004,584664.330700787,687430.536954178,884946.339416148,689603.83361211,826054.940920062,637151.908239618,578918.986839358,859946.124615948,826776.743472944,653121.532058919,642260.186359058,584460.980950351,702556.554515688,568764.738968384,859954.026075282,826796.844187188,766179.987502225,655851.401776432,642782.095237021,713233.390203776,773088.360832571,770957.491225846,725088.046301627,682103.227160932
"11",2030,782015.44282316,448899.989570969,1180501.96203913,711739.124878225,634399.373959206,744667.998632865,956924.444484277,744857.462628546,893866.018246056,690423.593072515,626633.870475345,930054.420178603,897306.067378643,707157.579032179,694031.409346165,634177.275906452,760608.105743092,614047.728815166,930062.97431828,897322.941645548,828011.871769258,711354.224465134,697559.315778872,772407.305491301,835587.143569167,833382.825148768,781783.742727994,737766.378061645
"12",2031,839793.036331568,480793.541303391,1269973.70707035,765853.281834072,682842.60326978,800267.962597116,1026588.52851281,798196.225806056,959576.921517325,742221.569756192,672855.472713851,997902.126175854,966159.057427477,759595.458363466,744093.81498856,682602.160476408,816931.881147194,657714.273362487,997913.286803557,966173.596619971,887741.488117758,765446.4130235,750977.560274846,829813.931891242,895922.143084238,893746.893469622,836261.509644271,791653.304610645
"13",2032,895846.935380395,511561.207725791,1357047.53267283,818607.64946527,730034.354177066,854292.165395292,1094042.33776149,849706.025328302,1023273.24788823,792605.076573164,717633.788434363,1063586.26814108,1033396.58873651,810502.843649013,792530.244669562,729776.89264241,871592.336850052,699839.343518698,1063596.93384093,1033410.06039622,945457.226837423,818178.814908943,803079.738855098,885517.533298602,954177.872757555,952140.855569793,888626.55699591,843841.953914667
"14",2033,950240.048946098,541252.419748558,1441791.98765053,870044.203731934,776007.553933748,906792.699052736,1159376.30856318,899466.913530816,1085031.04391826,841616.83709702,761015.716146571,1127183.95663047,1099065.36325683,859933.72575503,839417.632388764,775732.708812772,924645.965721661,740491.949455254,1127195.82136064,1099079.41945123,1001242.03349037,869592.946265427,853901.603655016,939575.504329275,1010434.94139154,1008644.34945669,938973.934374062,894399.371211021
"15",2034,1003026.89559094,569912.6951229,1524270.80136744,920196.58895935,820787.644742141,957812.969327334,1222673.43579469,947553.008383106,1144915.80079265,889295.698136431,803045.707611216,1188765.98388799,1163201.89768649,907935.042340276,884819.470182495,820495.398960804,976142.899619092,779732.975675212,1188779.78398241,1163218.40515931,1055165.13968909,919722.177805265,903472.403864339,992041.212482446,1064762.74332288,1063325.37820345,987389.692338692,943385.875708994
"16",2035,1054255.94664923,597583.292825657,1604532.86143508,969091.084184437,864399.218715602,1007389.94264462,1284000.85825996,994028.67252287,1202987.2073901,935676.666829505,843764.645840936,1248400.65977917,1225834.41117389,954551.299598962,928794.125175671,864089.330685614,1026129.07546525,817617.687201975,1248416.72711326,1225855.30565053,1107286.30122458,968592.678785807,951815.547042204,1042957.26823863,1117226.15053921,1116245.01822175,1033954.77195102,990855.407462185
"17",2036,1103968.59899677,624303.573364494,1682616.96314234,1016743.98098965,906861.169680892,1055554.82050229,1343415.02165386,1038955.77270578,1259299.51561154,980789.777857387,883212.827927629,1306144.59887815,1286981.61283164,999815.820878101,971392.96132217,906534.597217204,1074642.82884267,854195.361866891,1306163.10334907,1287008.78606116,1157660.26179351,1016221.01468912,998949.457393794,1092359.33675521,1167883.53040997,1167458.19675248,1078745.48097068,1036856.90560681
"18",2037,1152199.18361401,650106.612005406,1758554.39518029,1063165.66767356,948188.249875259,1102331.88180205,1400963.85710528,1082387.74253445,1313893.32184994,1024662.36298935,921423.223647118,1362045.66215055,1346651.64056056,1043756.45297496,1012656.45951217,947843.856242671,1121713.39872383,889512.473492951,1362066.70118803,1346686.81992915,1206334.26952148,1062618.05338293,1044888.15229106,1140280.18591388,1216789.41766068,1217012.98651932,1121831.08753413,1081436.72666285
"19",2038,1198977.6246947,675022.864466017,1832375.79518416,1108363.13209214,988391.177982059,1147738.95351909,1456692.4841024,1124370.92527692,1366804.91232504,1067319.06436608,958426.851760501,1416146.19212733,1404845.1394928,1086401.20501327,1052621.54030287,988029.702799546,1167367.10939975,923609.060757267,1416169.82018342,1404889.69745766,1253353.34893843,1107789.93254416,1089643.09350241,1186749.15094648,1263995.67822661,1264950.88890566,1163272.37849408,1124634.66345419
"20",2039,1244329.83263346,699078.711811235,1904100.40647464,1152340.7193749,1027478.13354835,1191792.55945303,1510635.43160843,1164946.22216954,1418066.62841831,1108780.63128052,994250.220054806,1468485.86011912,1461559.43468632,1127768.47417207,1091324.72327334,1027101.05780274,1211628.29423037,956522.674995075,1468512.11349421,1461614.35317265,1298760.29047109,1151740.86758842,1133221.71340829,1231795.51905297,1309546.69234931,1311308.59592747,1203121.80182487,1166485.309018
