"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,72574.3691984283,42889.4116132797,107305.264385435,64862.3246866389,57210.0392088778,68541.6480553423,89884.0738695854,70741.5839641141,83317.4635934049,63483.4435749659,57965.7784497478,86938.261308788,81381.6969729359,65499.8514606253,65871.4007534769,57190.3689633924,70526.2085014622,58570.5209430088,86939.1322835262,81392.5934097933,78054.1556336571,64816.0259438972,62978.1191464524,71114.9489595474,78397.6541997062,78494.5532616179,75523.9584493063,68907.9060473848
"2",2021,114929.880585793,67647.699966926,170455.474676424,102791.424378744,90859.7070885227,108398.355731551,142597.870843331,111767.556742264,132457.978256413,100717.233963194,91578.1156335471,137464.770688579,129245.448714203,103607.142469372,104417.482971282,90827.784748109,111418.911879517,92412.8242713203,137466.489382994,129262.058935147,123714.384047331,102716.051637502,99673.6334308786,112686.213823478,123929.889151185,124144.11040559,119299.676831539,108834.75508628
"3",2022,146270.440799037,85664.926960007,217726.060663456,130934.363081645,116106.839695622,137787.988055181,181930.757717884,142033.456040896,169428.334630878,128663.893555542,116140.093996564,174479.724959683,164938.926187477,131892.83892469,133122.371007848,116064.129244367,141415.790408858,117201.030157306,174482.848034589,164960.888894429,157381.790964929,130833.627740235,126873.32098719,143516.998115888,157256.302304004,157605.758416462,151438.857088672,138098.035197498
"4",2023,173846.172427784,101135.133499896,259818.065239656,155827.084861219,138630.690741281,163545.088630492,216865.744380227,168720.937668655,202624.288492321,153818.035385714,137300.630928304,206636.93190829,196692.892186766,156910.736393838,158636.898931704,138577.366998767,167531.207380283,138757.178473234,206642.104328018,196721.101668857,186715.068829311,155701.555140315,150918.190314207,170666.858675772,186008.098338696,186674.05109753,179451.066297761,163634.099364374
"5",2024,199984.624892902,115477.357202583,300125.149848523,179619.986354683,160278.997487692,187910.856585016,250242.138758278,194056.108376961,234486.674889786,178179.562202075,156979.402110036,236787.750324493,227055.540951166,180774.39025836,182989.431338297,160215.046610224,192127.356562828,158961.518549649,236795.320778965,227090.529062944,214193.284951208,179470.029369779,173915.683140032,196321.031907734,212705.478870265,213932.105009902,205729.40857032,187742.085622648
"6",2025,225288.521208525,129183.27448531,339404.805341048,202874.474341408,181573.469775195,211544.316891501,282689.158451892,218432.183837038,265406.203360771,202031.209537916,175844.609595687,265731.987074215,256715.435610543,204049.888757518,206473.734690225,181498.975366522,215924.866454024,178389.526720694,265742.293495052,256756.641393031,240520.632700172,202700.308927637,196468.421664563,221070.823136356,238132.885237011,240110.196564829,230850.456837488,211015.356242199
"7",2026,249866.232135382,142421.285460661,377710.481463787,225628.136791633,202544.728847157,234607.799958669,314250.012240379,241797.110369844,295422.051231519,225314.822073829,194124.850503651,293723.120125219,285833.320747908,226834.70678987,229117.855836833,202460.010071694,239084.34481211,197157.507810801,293736.433992011,285880.606855389,265865.137504118,225431.54873338,218676.947578818,245041.604652957,262550.459762006,265328.84002856,254909.724461758,233511.730464985
"8",2027,273721.248973179,155254.476141202,414969.463876305,247860.112388331,223160.178592391,257134.911009159,344866.05310917,264097.300198246,324469.846241163,247940.601719134,211904.222470396,320854.615838058,314439.847178113,249076.05589726,250889.521416432,223065.447644007,261634.736581739,215263.971337153,320871.116193123,314493.712455187,290282.356839319,247643.279332415,240508.047064218,268250.958657933,286059.286600811,289618.313970151,277863.975076028,255248.817546733
"9",2028,296841.6799034,167705.129548157,451118.330841611,269557.683714747,243372.501830261,279105.770869549,374488.635417509,285315.730132985,352503.45996477,269849.843276428,229209.877889583,347144.486341099,342533.484481898,270714.752841804,271769.422082355,243267.87653138,283593.573544708,232684.365123116,347164.216761119,342592.878543112,313792.593607258,269322.740657996,261916.562215597,290699.655828381,308701.860556302,313006.226308222,299691.80014499,276233.853710645
"10",2029,319220.449306233,179777.52900483,486110.72751491,290714.048872853,263143.595113569,300501.548392438,403085.229853281,305468.567868187,379496.345297353,291010.462315453,246043.254506295,372580.349338436,370115.099891697,291714.984118583,291762.10095081,263029.121790726,304962.474203337,249415.359404313,372603.327446094,370178.311328393,336410.349443931,290464.117656585,282868.825529786,312387.383599017,330499.497409081,335518.911280934,320403.600461787,296470.533140169
