"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,12943.7061233048,7717.37029747679,19007.8860130603,11600.1550586409,10221.455989856,12322.8428418487,15921.9236846173,12583.0012631828,14632.0674920034,11263.8533529371,10430.1588679219,15558.5618130998,14469.2751581755,11747.1228993511,11620.1290245376,10217.8716035469,12686.6151831513,10501.2980916002,15558.7980838011,14471.3779718903,13831.5935738729,11591.8561967209,11355.2832058846,12707.1349377549,14044.1671107793,13991.1842079161,13406.6505440582,12357.7885858642
"2",2021,52354.7882716414,31025.7102679054,77170.2747554074,47004.0242620936,41456.868166822,49867.2586906995,64169.0832494895,50843.2153826526,59161.316803373,45607.0415063325,42229.1074494052,62923.3547406168,58639.0617652031,47462.3991205626,46797.0666058843,41443.2787459119,51286.364789365,42300.0923999583,62922.9624276226,58645.653514469,55837.0160679571,46974.2749562525,46084.1839851306,51462.0979446396,56762.3949011012,56514.4928326952,54013.8052193269,50025.6542581604
"3",2022,99532.3285294999,58831.4540614723,147008.203933361,89521.5602096211,78930.0335987821,94909.9603336263,121546.391296424,96346.1364249517,112120.147344311,86538.4933762191,80527.652319589,119771.153697967,111707.007942449,90060.7969380742,88536.8594707363,78905.4603907918,97587.2277585622,80151.9346766586,119769.974968799,111715.17465144,106106.825509487,89471.9636614591,87851.6309426252,97928.1931548244,108011.633799624,107441.627995545,102239.628519694,95182.1406423873
"4",2023,147473.246834965,87131.7960314901,218135.810883785,132833.752080953,117120.437679994,140851.253136006,179400.138162941,142170.478917546,165379.909577536,127773.337345948,119873.008942693,177735.511772018,165720.096461585,133238.127156823,130460.334766722,117086.088376193,144841.97676177,118469.217991944,177734.572799152,165725.393269145,157246.26946802,132768.870568212,130514.020034036,145257.059442781,160416.9559013,159265.770438169,150863.914284978,141120.088233545
"5",2024,194075.972997485,114673.182309121,287428.178333673,174992.936696292,154325.776756221,185660.470756726,235181.070216418,186336.093636978,216751.226943596,167510.144487677,158515.539453381,234236.807426563,218391.17036817,175094.622292991,170773.108883779,154281.848568981,190928.593085741,155582.16667807,234234.488192238,218390.573242133,207021.227473715,174916.925500703,172143.77561242,191457.685415283,211693.012188371,209669.737548313,197758.951196056,185745.541537235
"6",2025,238941.851606716,141113.194010833,354359.28128228,215619.351475414,190142.745080642,228869.539997994,288516.828513632,228675.63297697,266069.914394369,205644.305816728,195939.153900366,288721.998964325,269268.414766931,215250.499427473,209406.036974841,190089.791398018,235337.137182891,191109.730357909,288716.943287361,269260.117874731,254949.722735646,215535.632661377,212293.559131283,236114.927844614,261268.150590828,258165.454275089,242593.093985563,228656.946960351
"7",2026,282140.99362935,166412.667567425,419078.673114095,254835.17790566,224646.050333131,270478.725381442,339594.664107478,269429.911725026,313491.209538616,242381.173312999,232045.2415237,341155.574997425,318394.132184377,253774.073234757,246518.85247768,224583.947369597,278088.068582734,225104.90360352,341149.757140958,318376.619245249,301064.313090765,254744.69910529,250998.401017671,279264.95146361,309070.27822806,304845.730642869,285487.629718865,269970.515251929
"8",2027,323825.739793423,190616.990432696,481847.212105479,292803.783518669,257960.721823545,310599.887254982,388687.589223045,308819.4300444,359248.940688704,277937.758445722,266855.265951839,391640.702173903,365907.672927212,290867.153803666,282301.464900505,257889.521126245,319305.558928521,257715.308342698,391630.461330932,365880.972863836,345485.775941517,292706.989214348,288408.503904641,321028.243827883,355158.918252719,349866.376241642,326678.643397218,309821.611567524
"9",2028,364143.90488405,213802.763131365,542908.515381321,329656.7217948,290217.627684395,349375.106562002,436046.37586134,347013.886034974,403544.718336935,312479.980617153,300439.415933695,440323.803358242,411956.953292864,326698.358695697,316915.995160921,290137.487130201,359104.456836539,289091.661853544,440312.250975458,411921.292294061,388346.960599646,329553.616982202,324674.249548084,361520.854029143,399631.65177112,393358.98572929,366360.754636596,348338.052552022
"10",2029,403221.126984247,236049.120038334,602440.645817443,365499.590186151,321520.735587218,386928.988561739,481861.109562867,384135.265743923,446558.595622709,346141.445924165,332875.732333063,487365.775277512,456661.643581247,361406.547940336,350498.085408248,321431.859159626,397594.080312351,319349.379564071,487350.698629188,456618.532858796,429769.638058295,365387.284119846,359913.269707235,400846.00660476,442588.86342349,435438.579944912,404684.44583984,385632.694020763
