"","year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
"1",2020,5552.70944789867,3347.5657918047,8013.60555355885,5036.61312851519,4477.19400554087,5380.68421436384,6712.58318651115,5459.79668491917,6134.29789015318,4914.96947604952,4524.29282041315,6621.38696726176,6195.90583551893,5111.74562029977,4859.01890135213,4476.0243668143,5479.10003551432,4469.71831064389,6621.16040366073,6195.07797915529,5751.59638936588,5034.79130475206,5021.56050620123,5520.22799904074,5976.93103122857,5957.27117864907,5719.29279224543,5407.55506654474
"2",2021,17149.3576190292,10292.2654458779,25105.6225668922,15583.4395805775,13848.6607578021,16701.2982054097,20719.2602876845,16758.3005520888,18865.721805537,15083.79850734,14100.748995975,20568.2808816641,18982.3301100748,15741.1087681839,14813.5097733556,13844.7223222418,16973.5841173254,13754.5417714233,20566.9105320724,18981.0712367218,17839.6724082545,15579.6132239648,15603.8616769332,17134.7332699574,18531.6394215741,18347.5196894883,17542.0986687768,16735.6762667615
"3",2022,20943.6630973539,12691.1487226985,30753.3404820714,19071.4633871343,16956.4094326966,20487.113839553,25056.4729874009,20140.5075161478,22724.8111978639,18048.3814232595,17596.7103679281,25322.0078267019,23121.9958227729,19059.0365130925,17732.4373673645,16951.386910269,20863.8652134302,16763.779618856,25320.9801936044,23119.8480842206,21972.3675922509,19067.6371024614,19117.0613256539,21066.4980637409,23070.6025061986,22443.6935247281,21107.8855706348,20455.4685546237
"4",2023,22174.5145736286,13564.1132021493,32487.3272567002,20144.6733436226,17986.904800466,21740.7974068744,26134.0598515488,20993.1716395397,23843.281205923,18804.0828289226,19007.4124849837,26962.5695634451,24553.176126964,20059.0770442463,18558.7919792006,17982.5954889178,22155.6749423923,17696.8220089104,26963.2247162638,24549.2964334403,23406.8599838077,20140.8534515213,20248.6378870066,22449.0118907494,24842.099815211,23791.2233805421,22060.0040501626,21680.40674694
"5",2024,22745.1976137956,13913.4446194833,33399.1093832405,20664.9993720221,18465.1949751186,22310.4617737569,26562.4282832484,21451.3970872924,24421.2935250877,19225.4300348123,19678.9731858365,27655.4686971577,25247.6607311794,20514.0450009092,18984.2217864878,18460.409491059,22672.421596093,18064.1707103355,27654.8018390238,25243.7895012998,24027.1376962816,20662.3449079141,20832.0341347643,23082.2963715487,25593.9232245736,24381.9948358151,22456.7235143146,22255.5029751243
"6",2025,23169.8196418377,14101.2529024716,34131.4233874809,21108.4122319726,18802.4018971007,22705.1749530083,26875.3984112714,21877.0724905461,24889.8533421634,19600.7726205439,20104.9900226769,28096.2653143486,25815.878513298,20817.3824301971,19358.5530965906,18797.742537399,23002.8805805325,18305.5267920181,28094.6193442081,25811.5585530445,24464.4797693024,21104.2290065354,21287.6337701405,23530.7976228423,26051.3242504494,24815.6928167567,22759.9848188885,22688.7933833497
"7",2026,23624.0901903159,14267.0981548838,34958.161568463,21599.9071791877,19141.4766417167,23079.9884362041,27290.3535913164,22406.9443242086,25456.8198343836,20079.2049582316,20485.066855759,28517.8143755914,26407.6992275493,21152.1660138478,19817.1887233676,19136.1585104345,23325.5114614294,18558.454754415,28519.3313805762,26402.9553044241,24921.0095374197,21595.2652617508,21729.4669590608,24027.2449546126,26481.526025918,25277.1219928538,23148.4184115375,23128.8206755829
"8",2027,24167.6626258701,14466.3217521876,35982.0529571225,22172.8501422104,19541.3374121962,23524.8265692854,27881.4836220071,23067.4314359676,26166.4609287918,20690.1242298218,20900.631902996,29023.2577162034,27075.8910124184,21582.4887314033,20379.8002116819,19536.3816097373,23716.0313945762,18873.969497373,29020.419021732,27071.9274025089,25460.5274509532,22167.8806440959,22239.2894823516,24619.6165133551,26973.3838001071,25817.7069468102,23660.0585837566,23648.5289730332
"9",2028,24817.2637161784,14716.4632870045,37236.337929332,22839.5834777479,20028.7837452888,24064.768520298,28665.7244715962,23855.7639177283,27021.3564427884,21425.5217116229,21380.6954438693,29638.3499540535,27842.3807417572,22106.3979652415,21045.6446434533,20022.8395857352,24208.6916762894,19262.3421171263,29640.1181205308,27838.0053786691,26099.9092886874,22834.2355843349,22848.1433503429,25318.8190913489,27558.3145943258,26459.7125141146,24290.1277414637,24266.1251490624
"10",2029,25572.3134029554,15019.0320887841,38676.5903840833,23593.4837717549,20598.5233293732,24716.8526778646,29599.9945895893,24754.8155865926,28028.1171075371,22279.3155235425,21931.2233659398,30382.2347476804,28709.1867136921,22735.8957324493,21818.0378593638,20593.1586177992,24799.4261178344,19725.5240956254,30380.4624102657,28705.316042617,26849.7649739281,23585.8035232791,23550.3603654457,26126.7765469775,28242.0800292675,27203.3222178497,25031.7445851528,24979.9029600069
