"year","mean","min","max","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25"
2020,5482.3518437886,4469.71831064389,6712.58318651115,5036.61312851519,4477.19400554087,5380.68421436384,6712.58318651115,5459.79668491917,6134.29789015318,4914.96947604952,4524.29282041315,6621.38696726176,6195.90583551893,5111.74562029977,4859.01890135213,4476.0243668143,5479.10003551432,4469.71831064389,6621.16040366073,6195.07797915529,5751.59638936588,5034.79130475206,5021.56050620123,5520.22799904074,5976.93103122857,5957.27117864907,5719.29279224543,5407.55506654474
2021,21917.3849634464,17823.6423605694,26828.3698735835,20166.1661193671,17922.4957121449,21595.5368409752,26828.3698735835,21729.991395685,24450.5326528104,19559.4340462825,18214.3403893209,26590.5917067415,24625.3525443295,20394.375492323,19241.0672249983,17917.5023495733,21958.3079164128,17823.6423605694,26589.0347066436,24623.3024808269,23071.6666886421,20160.6293862713,20170.9407750684,22155.8913679314,23968.8139647957,23770.3970907736,22750.4565483395,21655.78445175
2022,41396.6354844225,33625.1124509229,50459.0126952436,38142.849489274,33905.5378770017,40906.6065360954,50446.4988088279,40714.3513882835,45870.8467237539,36571.7645423326,34800.9275963415,50459.0126952436,46420.051217883,38359.3453415948,35955.5901464466,33895.8103053363,41624.5019153102,33625.1124509229,50456.487052392,46415.9767048071,43782.7304950808,38133.7061158984,38190.6045752889,42013.0862625877,45715.0695083895,44925.730793034,42646.6631376832,40937.0254307525
2023,61410.9559531801,49820.2115094346,75133.5833459597,56578.0792800842,50366.1037827275,60802.5159506833,74362.8657070091,59926.0773175775,67690.8266509662,53780.164105007,52195.4025978595,75133.5833459597,68889.6855611032,56716.2423929592,52939.5138338824,50352.4325805412,61900.0830461803,49820.2115094346,75131.6572607458,68882.0605788582,65203.3231809097,56565.4401643124,56720.9766508453,62557.1122551269,68449.1099550985,66698.070435545,62834.6918494865,60777.6688365985
2024,81333.2922430597,65869.9932169057,99705.1090874221,74938.6635673116,66772.1903553582,80625.0722696844,97963.2391978647,78985.3657893332,89388.829641354,70861.709681547,69679.9153897553,99705.1090874221,91321.9051109256,74942.7056766267,69806.7490059356,66754.2673125669,82044.2359791929,65869.9932169057,99702.5905073934,91310.8405910731,86551.1238225427,74923.6659945608,75229.969161321,83065.4336173992,91188.9792454807,88361.1570495139,82787.1998305786,80551.3949748456
2025,101027.251806982,81660.5014304802,123941.194355967,93146.9653830132,82991.3073993188,100210.755635129,121146.193951252,97856.7206962873,110859.035776338,87769.5083247448,87022.6563932724,123941.194355967,113590.908693091,92899.9626287992,86505.6069600219,82969.3651519192,101886.7228341,81660.5014304802,123937.255947637,113576.117737575,107654.398976932,93128.3593232533,93592.8690501971,103363.306350429,113661.080388759,109767.391663827,102420.162667802,100122.9474544
2026,120513.363665978,97202.9151156786,147824.414930552,111236.547591411,99021.9927364344,119539.88259489,144001.435443309,116622.183808199,132178.721612866,104585.526363988,104178.577382083,147824.414930552,135706.9410514,110614.568660156,103102.190527571,98995.596637811,121421.471462141,97202.9151156786,147821.746990013,135688.177134953,128525.352125184,111214.053998877,111790.955534538,123485.745731399,135838.941528423,130936.583387114,121806.598654591,119492.97064586
2027,139858.837115156,112549.179499346,171422.979411127,129265.103824331,114910.888306587,138667.719384201,166671.633100022,135378.116497279,153454.448875964,121408.490743896,121172.703764121,171422.979411127,157722.118195656,128163.107041323,119672.833082563,114880.462687053,140704.775271824,112549.179499346,171418.003352211,157700.131501636,149227.090869878,129238.569575064,129873.533030946,143503.746930936,157770.770928497,151928.741747916,141044.39144693,138721.388809591
2028,159138.179568797,127755.05024112,194819.766554685,147294.881929549,130721.795147195,157664.669875751,189300.620706199,154210.076825547,174785.35717559,138321.995433045,138050.822183565,194819.766554685,179701.150658483,145614.101732504,136286.459306195,130686.677153219,159815.340031745,127755.05024112,194816.186302713,179675.710012439,169830.600277124,147264.126003838,147910.068378635,163490.656523571,179525.558951386,172816.28314385,160219.242588706,157877.292083279
2029,178418.812594859,142873.021962254,218105.219631299,165377.3226665,146508.848088397,176608.079338939,211986.551836941,173182.581697193,196266.575102893,155397.235635451,154859.278731987,218105.219631299,201704.351727834,163039.272646673,153008.168588518,146469.618489706,178822.035160973,142873.021962254,218100.281030278,201675.944534712,190408.709412636,165340.680469848,165959.458615435,183514.655231378,201170.761642005,193665.364466945,179403.990478519,177022.307684148
